Quantidade;DataHoraProducaoAux;cd_Referencia;ds_Prod;qtdItem;dt_LimiteEntrega;cdEnt;Nome;Apelido;dt_Pedido;cdPedido;ds_potencia;PotenciaKVA;nrofasesTrafo;ds_classeTensaoTrafo;dt_criacao;NroRevisao;dt_Revisao;ds_TensaoTrafo;ds_TensaoTrafoSec;ds_TapsTrafo;cd_SglEstado;DiaSemana;SemanaAno;Ano;Mes;ds_TpEnrolamentoNucleo;Ds_tpConstrTrafo;Dia;cd_TpEnrolamentoNucleo;ds_TensaoTrafoDesp;QtdProduzida;TotalJC;TotalAM;TotalEMP;TotalEMPLM;TotalENR;TotalSL;cdEntEmpDesti;SeqPlano;QtdAproduzirTotal;QtdAproduzir;Data_Snapshot
1;2026-07-21;TPD-416454;TRANSFORMADOR 75kVA 24,2kV 3F 380/220V 23100V                                                                           ;20;2026-07-21;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-05-22 18:13:29;68285;75 kVA    ;75.0;TRI;24,2 kV        ;2025-08-13;0;;23.100 / 22.000 / 20.900 V                                            ;380/220V                                                              ;3              ;MT;TER;30;2026;7;EMP                                     ;Selado              ;21;3;23100V                                                                ;0;0;0;1;0;0;0;1;212.0;2;1;2026-08-25
1;2026-07-23;TPD-393237;TRANSFORMADOR 75kVA 15kV 3F 380/220V 13800V                                                                             ;10;2026-07-21;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-05-22 18:13:29;68285;75 kVA    ;75.0;TRI;15kV           ;2024-08-02;1;2024-09-02;13.800 / 13.200 / 12.600 / 12.000 / 11.400 V                          ;380/220V                                                              ;5              ;MT;QUI;30;2026;7;EMP                                     ;Selado              ;23;3;13800V                                                                ;0;0;0;1;0;0;0;1;237.0;1;1;2026-08-25
1;2026-07-24;TPD-378930;TRANSFORMADOR 75kVA 36,2kV 3F 220/127V 33000V                                                                           ;5;2026-07-21;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-05-22 18:13:29;68285;75 kVA    ;75.0;TRI;36,2kV         ;2024-03-04;2;2024-07-18;19.053 V                                                              ;220/127V                                                              ;1              ;MT;SEX;30;2026;7;JC                                      ;Selado              ;24;2;19.053 V                                                              ;0;1;0;0;0;0;0;1;256.0;2;1;2026-08-25
1;2026-07-24;TPD-415514;TRANSFORMADOR 75kVA 15kV 3F 220/127V 13200V                                                                             ;20;2026-07-21;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-05-22 18:13:29;68285;75 kVA    ;75.0;TRI;15kV           ;2025-09-23;0;;13.200 V                                                              ;220/127V                                                              ;1              ;MT;SEX;30;2026;7;EMP                                     ;Selado              ;24;3;13200V                                                                ;0;0;0;1;0;0;0;1;254.0;12;1;2026-08-25
1;2026-07-24;TPD-423673;TRANSFORMADOR 112,5kVA 24,2kV 3F 380/220V 23100V                                                                        ;20;2026-07-21;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-05-22 18:13:29;68285;112,5 kVA ;112.5;TRI;24,2 kV        ;2025-12-10;0;;23.100 / 22.000 / 20.900 V                                            ;380/220V                                                              ;3              ;MT;SEX;30;2026;7;EMP                                     ;Selado              ;24;3;23100V                                                                ;0;0;0;1;0;0;0;1;257.0;1;1;2026-08-25
1;2026-07-27;TPD-386830;TRANSFORMADOR 75kVA 15kV 3F 220/127V 13800V                                                                             ;20;2026-06-30;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-04-23 08:26:38;67222;75 kVA    ;75.0;TRI;15kV           ;2024-06-21;1;2024-08-16;13800/13200/12600 V                                                   ;220/127V                                                              ;3              ;MT;SEG;31;2026;7;EMP                                     ;Selado              ;27;3;13800V                                                                ;0;0;0;1;0;0;0;1;267.0;13;1;2026-08-25
1;2026-07-27;TPD-434448;TRANSFORMADOR 150kVA 15kV 3F 380/220V 14400V                                                                            ;1;2026-08-03;151648;JEL AGROINDUSTRIA E COMERCIO DE PESCADOS LTDA;NATURALE FISH;2026-05-08 09:43:30;67736;150 kVA   ;150.0;TRI;15kV           ;2026-06-16;0;;14400/13800/13200/12600V                                              ;380/220V                                                              ;4              ;MT;SEG;31;2026;7;EMP                                     ;Selado              ;27;3;13800V                                                                ;0;0;0;1;0;0;0;1;275.0;1;1;2026-08-25
2;2026-07-28;TPD-434189;TRANSFORMADOR 150kVA 24,2kV 3F 380/220V 23100V                                                                          ;12;2026-07-14;161623;WEGG CHAPECO EMPREENDIMENTOS IMOBILIARIOS LTDA;WEGG CHAPECO EMPREENDIMENTOS IMOBILIARIOS LTDA;2026-05-15 00:00:00;68031;150 kVA   ;150.0;TRI;24,2 kV        ;2026-06-15;0;;23100/22000/20900V                                                    ;380/220V                                                              ;3              ;PR;TER;31;2026;7;EMP-LM                                  ;Selado              ;28;6;23100V                                                                ;0;0;0;0;2;0;0;1;286.0;10;2;2026-08-25
2;2026-07-29;TPD-434189;TRANSFORMADOR 150kVA 24,2kV 3F 380/220V 23100V                                                                          ;12;2026-07-14;161623;WEGG CHAPECO EMPREENDIMENTOS IMOBILIARIOS LTDA;WEGG CHAPECO EMPREENDIMENTOS IMOBILIARIOS LTDA;2026-05-15 00:00:00;68031;150 kVA   ;150.0;TRI;24,2 kV        ;2026-06-15;0;;23100/22000/20900V                                                    ;380/220V                                                              ;3              ;PR;QUA;31;2026;7;EMP-LM                                  ;Selado              ;29;6;23100V                                                                ;0;0;0;0;2;0;0;1;306.0;10;2;2026-08-25
1;2026-07-30;TPD-420719;TRANSFORMADOR 25kVA 36,2kV 1F 254/127V 21651V                                                                           ;20;2026-07-21;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-05-22 18:13:29;68285;25 kVA    ;25.0;MON;36,2kV         ;2025-10-23;0;;21.651 / 20.785 / 19.919 / 19.053 / 18.187 V                          ;254/127V                                                              ;5              ;MT;QUI;31;2026;7;JC                                      ;Selado              ;30;2;19919V                                                                ;0;1;0;0;0;0;0;1;316.0;1;1;2026-08-25
2;2026-07-30;TPD-434189;TRANSFORMADOR 150kVA 24,2kV 3F 380/220V 23100V                                                                          ;12;2026-07-14;161623;WEGG CHAPECO EMPREENDIMENTOS IMOBILIARIOS LTDA;WEGG CHAPECO EMPREENDIMENTOS IMOBILIARIOS LTDA;2026-05-15 00:00:00;68031;150 kVA   ;150.0;TRI;24,2 kV        ;2026-06-15;0;;23100/22000/20900V                                                    ;380/220V                                                              ;3              ;PR;QUI;31;2026;7;EMP-LM                                  ;Selado              ;30;6;23100V                                                                ;0;0;0;0;2;0;0;1;326.0;10;2;2026-08-25
1;2026-07-30;TPD-434527;TRANSFORMADOR 112,5kVA 15kV 3F 220/127V 14400V                                                                          ;20;2026-07-21;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-05-22 18:13:29;68285;112,5 kVA ;112.5;TRI;15kV           ;2026-06-15;0;;14400/13800/13200/12600V                                              ;220/127V                                                              ;4              ;MT;QUI;31;2026;7;EMP                                     ;Selado              ;30;3;13800V                                                                ;0;0;0;1;0;0;0;1;324.0;1;1;2026-08-25
1;2026-07-31;TPD-378146;TRANSFORMADOR 10kVA 15kV 1F 440/220V 7967V                                                                              ;51;2026-09-11;11418;Equatorial Goiás Distribuidora de Energia S/A.;EQTL - GO;2026-07-29 08:19:13;70714;10 kVA    ;10.0;MON;15kV           ;2024-03-18;3;2026-08-04;7967/7621/7275V                                                       ;440/220V                                                              ;3              ;GO;SEX;31;2026;7;ENR                                     ;Selado              ;31;1;7967V                                                                 ;0;0;0;0;0;1;0;1;;1;1;2026-08-25
1;2026-07-31;TPD-390829;TRANSFORMADOR 10kVA 15kV 1F 240/120V 7967V                                                                              ;300;2026-10-01;11419;Cemig Distribuição S/A;Cemig D;2026-05-18 08:31:27;68052;10 kVA    ;10.0;MON;15kV           ;2024-12-20;0;;7967/7621/7275V                                                       ;240/120V                                                              ;3              ;MG;SEX;31;2026;7;JC                                      ;Selado              ;31;2;7967V                                                                 ;0;1;0;0;0;0;0;1;327.0;1;1;2026-08-25
1;2026-07-31;TPD-420707;TRANSFORMADOR 15kVA 36,2kV 1F 254/127V 21651V                                                                           ;20;2026-07-21;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-05-22 18:13:29;68285;15 kVA    ;15.0;MON;36,2kV         ;2025-10-28;0;;21.651 / 20.785 / 19.919 / 19.053 / 18.187 V                          ;254/127V                                                              ;5              ;MT;SEX;31;2026;7;JC                                      ;Selado              ;31;2;19919V                                                                ;0;1;0;0;0;0;0;1;333.0;1;1;2026-08-25
2;2026-07-31;TPD-420746;TRANSFORMADOR 75kVA 15kV 3F 380/220 14400V                                                                              ;18;2026-10-06;137277;ALKMIR DA SILVA DE ARAUJO PYRRHO;SEA SERVICOS E VENDAS;2026-08-07 11:05:43;71089;75 kVA    ;75.0;TRI;15kV           ;2025-10-27;0;;14400/13800/13200/12600V                                              ;380/220V                                                              ;4              ;PB;SEX;31;2026;7;EMP                                     ;Selado              ;31;3;13800V                                                                ;0;0;0;2;0;0;0;1;342.0;2;2;2026-08-25
4;2026-07-31;TPD-434189;TRANSFORMADOR 150kVA 24,2kV 3F 380/220V 23100V                                                                          ;12;2026-07-14;161623;WEGG CHAPECO EMPREENDIMENTOS IMOBILIARIOS LTDA;WEGG CHAPECO EMPREENDIMENTOS IMOBILIARIOS LTDA;2026-05-15 00:00:00;68031;150 kVA   ;150.0;TRI;24,2 kV        ;2026-06-15;0;;23100/22000/20900V                                                    ;380/220V                                                              ;3              ;PR;SEX;31;2026;7;EMP-LM                                  ;Selado              ;31;6;23100V                                                                ;0;0;0;0;4;0;0;1;349.0;10;4;2026-08-25
2;2026-07-31;TPD-434527;TRANSFORMADOR 112,5kVA 15kV 3F 220/127V 14400V                                                                          ;30;2026-06-30;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-04-23 08:26:38;67222;112,5 kVA ;112.5;TRI;15kV           ;2026-06-15;0;;14400/13800/13200/12600V                                              ;220/127V                                                              ;4              ;MT;SEX;31;2026;7;EMP                                     ;Selado              ;31;3;13800V                                                                ;0;0;0;2;0;0;0;1;346.0;27;2;2026-08-25
1;2026-07-31;TPD-435355;TRANSFORMADOR 10kVA 15kV 1F 240/120V 8660V                                                                              ;35;2026-07-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-05-22 18:13:29;68285;10 kVA    ;10.0;MON;15kV           ;2026-06-11;0;;8660/8314/7967/7621/7275V                                             ;240/120V                                                              ;5              ;MT;SEX;31;2026;7;JC                                      ;Selado              ;31;2;7967V                                                                 ;0;1;0;0;0;0;0;1;328.0;7;1;2026-08-25
2;2026-08-03;TPD-378293;TRANSFORMADOR 75kVA 15kV 3F 220/127V 13800V                                                                             ;8;2026-10-14;11425;Equatorial Para Distribuidora de Energia S.A;EQTL - PA;2026-08-14 08:17:29;71340;75 kVA    ;75.0;TRI;15kV           ;2024-02-15;7;2024-09-06;13800/13200/12600 V                                                   ;220/127V                                                              ;3              ;PA;SEG;32;2026;8;EMP                                     ;Selado              ;3;3;13800V                                                                ;0;0;0;2;0;0;0;1;17.0;2;2;2026-08-25
4;2026-08-03;TPD-378293;TRANSFORMADOR 75kVA 15kV 3F 220/127V 13800V                                                                             ;150;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;75 kVA    ;75.0;TRI;15kV           ;2024-02-15;7;2024-09-06;13800/13200/12600 V                                                   ;220/127V                                                              ;3              ;MA;SEG;32;2026;8;EMP                                     ;Selado              ;3;3;13800V                                                                ;0;0;0;4;0;0;0;1;17.0;149;4;2026-08-25
3;2026-08-03;TPD-378315;TRANSFORMADOR 75kVA 36,2kV 3F 220/127V 34500V                                                                           ;10;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;75 kVA    ;75.0;TRI;36,2kV         ;2024-05-02;1;2024-08-14;34.500 / 33.000 / 31.500 V                                            ;220/127V                                                              ;3              ;MA;SEG;32;2026;8;EMP                                     ;Selado              ;3;3;34500V                                                                ;0;0;0;3;0;0;0;1;19.0;3;3;2026-08-25
5;2026-08-03;TPD-386794;TRANSFORMADOR 112,5kVA 15kV 3F 220/127V 13800V                                                                          ;18;2026-08-21;162398;CASANOVA ALDEBARAN CURUMIM EMPREENDIMENTO IMOBILIARIO SPE LT;CASANOVA ALDEBARAN CURUMIM EMPREENDIMENTO IMOBILIARIO SPE LT;2026-06-22 10:08:46;69417;112,5 kVA ;112.5;TRI;15kV           ;2024-06-20;2;2025-07-03;13.800 / 13.200 / 12.600 V                                            ;220/127V                                                              ;3              ;RS;SEG;32;2026;8;EMP                                     ;Selado              ;3;3;13800V                                                                ;0;0;0;5;0;0;0;1;20.0;17;5;2026-08-25
1;2026-08-03;TPD-402914;TRANSFORMADOR 45kVA 36,2kV 3F 220/127V 34500V                                                                           ;5;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;45 kVA    ;45.0;TRI;36,2kV         ;2025-02-11;0;;34.500 / 33.000 / 31.500 V                                            ;220/127V                                                              ;3              ;MA;SEG;32;2026;8;EMP                                     ;Selado              ;3;3;34500V                                                                ;0;0;0;1;0;0;0;1;15.0;1;1;2026-08-25
4;2026-08-03;TPD-402915;TRANSFORMADOR 45kVA 15kV 3F 220/127V 13800V                                                                             ;50;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;45 kVA    ;45.0;TRI;15kV           ;2025-01-30;0;;13.800 / 13.200 / 12.600 V                                            ;220/127V                                                              ;3              ;MA;SEG;32;2026;8;EMP                                     ;Selado              ;3;3;13800V                                                                ;0;0;0;4;0;0;0;1;14.0;43;4;2026-08-25
4;2026-08-03;TPD-402970;TRANSFORMADOR 150kVA 15kV 3F 380/220V 13800V                                                                            ;29;2026-08-20;11418;Equatorial Goiás Distribuidora de Energia S/A.;EQTL - GO;2026-06-25 09:29:56;69549;150 kVA   ;150.0;TRI;15kV           ;2024-12-30;2;2025-01-24;13.800 / 13.200 / 12.600 V                                            ;380/220V                                                              ;3              ;GO;SEG;32;2026;8;EMP-LM                                  ;Selado              ;3;6;13800V                                                                ;0;0;0;0;4;0;0;1;22.0;29;4;2026-08-25
10;2026-08-03;TPD-423606;TRANSFORMADOR 112,5kVA 15kV 3F 380/220V 13800V                                                                          ;10;2026-08-05;162358;ALTO JUAZEIRO CONSTRUCOES E INCORPORACOES SPE LTDA;ALTO JUAZEIRO;2026-06-15 10:24:30;69203;112,5 kVA ;112.5;TRI;15kV           ;2025-11-24;0;;13.800 / 13.200 / 12.600 / 12.000 / 11.400 V                          ;380/220V                                                              ;5              ;BA;SEG;32;2026;8;EMP                                     ;Selado              ;3;3;13800V                                                                ;0;0;0;10;0;0;0;1;21.0;10;10;2026-08-25
1;2026-08-03;TPD-429270;TRANSFORMADOR 37,5kVA 15kV 1F 254/127V 8660V                                                                            ;1;2026-08-28;134010;FENIX SOLUCOES ENERGETICAS LTDA;FENIX SOLUCOES ENERGETICAS;2026-06-10 11:43:18;69073;37,5 kVA  ;37.5;MON;15kV           ;2026-06-08;1;2026-07-07;8660/8314/7967/7621/7275V                                             ;254/127V                                                              ;5              ;MT;SEG;32;2026;8;EMP                                     ;Selado              ;3;3;7967V                                                                 ;0;0;0;1;0;0;0;1;13.0;1;1;2026-08-25
1;2026-08-03;TPD-435999;TRANSFORMADOR 75kVA 24,2kV 3F 380/220V 24200V                                                                           ;1;2026-08-07;162217;LOTEAMENTO FUZINATO LTDA;LOTEAMENTO FUZINATO LTDA;2026-06-03 15:07:59;68721;75 kVA    ;75.0;TRI;24,2 kV        ;2026-07-20;0;;24.200 / 23100 / 22.000 / 20.900 / 19.800V                            ;380/220V                                                              ;5              ;SC;SEG;32;2026;8;EMP                                     ;Selado              ;3;3;23100V                                                                ;0;0;0;1;0;0;0;1;18.0;1;1;2026-08-25
26;2026-08-04;TPD-378293;TRANSFORMADOR 75kVA 15kV 3F 220/127V 13800V                                                                             ;150;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;75 kVA    ;75.0;TRI;15kV           ;2024-02-15;7;2024-09-06;13800/13200/12600 V                                                   ;220/127V                                                              ;3              ;MA;TER;32;2026;8;EMP                                     ;Selado              ;4;3;13800V                                                                ;0;0;0;26;0;0;0;1;33.0;149;26;2026-08-25
2;2026-08-04;TPD-378317;TRANSFORMADOR 112,5kVA 36,2kV 3F 220/127V 34500V                                                                        ;5;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;112,5 kVA ;112.5;TRI;36,2kV         ;2024-04-04;2;2026-04-13;34.500 / 33.000 / 31.500 V                                            ;220/127V                                                              ;3              ;MA;TER;32;2026;8;EMP                                     ;Selado              ;4;3;34500V                                                                ;0;0;0;2;0;0;0;1;37.0;5;2;2026-08-25
12;2026-08-04;TPD-386794;TRANSFORMADOR 112,5kVA 15kV 3F 220/127V 13800V                                                                          ;18;2026-08-21;162398;CASANOVA ALDEBARAN CURUMIM EMPREENDIMENTO IMOBILIARIO SPE LT;CASANOVA ALDEBARAN CURUMIM EMPREENDIMENTO IMOBILIARIO SPE LT;2026-06-22 10:08:46;69417;112,5 kVA ;112.5;TRI;15kV           ;2024-06-20;2;2025-07-03;13.800 / 13.200 / 12.600 V                                            ;220/127V                                                              ;3              ;RS;TER;32;2026;8;EMP                                     ;Selado              ;4;3;13800V                                                                ;0;0;0;12;0;0;0;1;34.0;17;12;2026-08-25
18;2026-08-04;TPD-402915;TRANSFORMADOR 45kVA 15kV 3F 220/127V 13800V                                                                             ;50;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;45 kVA    ;45.0;TRI;15kV           ;2025-01-30;0;;13.800 / 13.200 / 12.600 V                                            ;220/127V                                                              ;3              ;MA;TER;32;2026;8;EMP                                     ;Selado              ;4;3;13800V                                                                ;0;0;0;18;0;0;0;1;32.0;43;18;2026-08-25
4;2026-08-04;TPD-402970;TRANSFORMADOR 150kVA 15kV 3F 380/220V 13800V                                                                            ;29;2026-08-20;11418;Equatorial Goiás Distribuidora de Energia S/A.;EQTL - GO;2026-06-25 09:29:56;69549;150 kVA   ;150.0;TRI;15kV           ;2024-12-30;2;2025-01-24;13.800 / 13.200 / 12.600 V                                            ;380/220V                                                              ;3              ;GO;TER;32;2026;8;EMP-LM                                  ;Selado              ;4;6;13800V                                                                ;0;0;0;0;4;0;0;1;38.0;29;4;2026-08-25
1;2026-08-04;TPD-434059;TRANSFORMADOR 112,5kVA 24,2kV 3F 380/220V 23100V                                                                        ;1;2026-09-04;162469;MARCIO FORMAGINI;MARCIO FORMAGINI;2026-06-30 09:12:39;69703;112,5 kVA ;112.5;TRI;24,2 kV        ;2026-06-05;0;;23100/22000/20900V                                                    ;380/220V                                                              ;3              ;RS;TER;32;2026;8;EMP                                     ;Selado              ;4;3;23100V                                                                ;0;0;0;1;0;0;0;1;35.0;1;1;2026-08-25
1;2026-08-04;TPD-434060;TRANSFORMADOR 112,5kVA 15kV 3F 380/220V 13800V                                                                          ;1;2026-09-10;162357;CESAR AUGUSTO GOBBI;CESAR AUGUSTO GOBBI;2026-06-22 15:59:27;69439;112,5 kVA ;112.5;TRI;15kV           ;2026-05-25;0;;13800/13200/12600 V                                                   ;380/220V                                                              ;3              ;RS;TER;32;2026;8;EMP                                     ;Selado              ;4;3;13800V                                                                ;0;0;0;1;0;0;0;1;36.0;1;1;2026-08-25
26;2026-08-05;TPD-378293;TRANSFORMADOR 75kVA 15kV 3F 220/127V 13800V                                                                             ;150;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;75 kVA    ;75.0;TRI;15kV           ;2024-02-15;7;2024-09-06;13800/13200/12600 V                                                   ;220/127V                                                              ;3              ;MA;QUA;32;2026;8;EMP                                     ;Selado              ;5;3;13800V                                                                ;0;0;0;26;0;0;0;1;47.0;149;26;2026-08-25
3;2026-08-05;TPD-378317;TRANSFORMADOR 112,5kVA 36,2kV 3F 220/127V 34500V                                                                        ;5;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;112,5 kVA ;112.5;TRI;36,2kV         ;2024-04-04;2;2026-04-13;34.500 / 33.000 / 31.500 V                                            ;220/127V                                                              ;3              ;MA;QUA;32;2026;8;EMP                                     ;Selado              ;5;3;34500V                                                                ;0;0;0;3;0;0;0;1;49.0;5;3;2026-08-25
10;2026-08-05;TPD-402915;TRANSFORMADOR 45kVA 15kV 3F 220/127V 13800V                                                                             ;50;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;45 kVA    ;45.0;TRI;15kV           ;2025-01-30;0;;13.800 / 13.200 / 12.600 V                                            ;220/127V                                                              ;3              ;MA;QUA;32;2026;8;EMP                                     ;Selado              ;5;3;13800V                                                                ;0;0;0;10;0;0;0;1;45.0;43;10;2026-08-25
8;2026-08-05;TPD-402969;TRANSFORMADOR 45kVA 15kV 3F 380/220V 13800V                                                                             ;22;2026-08-20;11418;Equatorial Goiás Distribuidora de Energia S/A.;EQTL - GO;2026-06-25 09:29:56;69549;45 kVA    ;45.0;TRI;15kV           ;2025-01-30;0;;13.800 / 13.200 / 12.600 V                                            ;380/220V                                                              ;3              ;GO;QUA;32;2026;8;EMP                                     ;Selado              ;5;3;13800V                                                                ;0;0;0;8;0;0;0;1;46.0;22;8;2026-08-25
4;2026-08-05;TPD-402970;TRANSFORMADOR 150kVA 15kV 3F 380/220V 13800V                                                                            ;29;2026-08-20;11418;Equatorial Goiás Distribuidora de Energia S/A.;EQTL - GO;2026-06-25 09:29:56;69549;150 kVA   ;150.0;TRI;15kV           ;2024-12-30;2;2025-01-24;13.800 / 13.200 / 12.600 V                                            ;380/220V                                                              ;3              ;GO;QUA;32;2026;8;EMP-LM                                  ;Selado              ;5;6;13800V                                                                ;0;0;0;0;4;0;0;1;50.0;29;4;2026-08-25
9;2026-08-05;TPD-436654;TRANSFORMADOR 112,5kVA 15V 3F 220/127V 13.800V                                                                          ;9;2026-10-14;11425;Equatorial Para Distribuidora de Energia S.A;EQTL - PA;2026-08-14 08:17:29;71340;112,5 kVA ;112.5;TRI;15kV           ;2026-07-21;0;;13.800 / 13.200 / 12.600 V                                            ;220/127V                                                              ;3              ;PA;QUA;32;2026;8;EMP-LM                                  ;Selado              ;5;6;13800V                                                                ;0;0;0;0;9;0;0;1;48.0;9;9;2026-08-25
5;2026-08-05;TPD-436654;TRANSFORMADOR 112,5kVA 15V 3F 220/127V 13.800V                                                                          ;50;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;112,5 kVA ;112.5;TRI;15kV           ;2026-07-21;0;;13.800 / 13.200 / 12.600 V                                            ;220/127V                                                              ;3              ;MA;QUA;32;2026;8;EMP-LM                                  ;Selado              ;5;6;13800V                                                                ;0;0;0;0;5;0;0;1;48.0;50;5;2026-08-25
26;2026-08-06;TPD-378293;TRANSFORMADOR 75kVA 15kV 3F 220/127V 13800V                                                                             ;150;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;75 kVA    ;75.0;TRI;15kV           ;2024-02-15;7;2024-09-06;13800/13200/12600 V                                                   ;220/127V                                                              ;3              ;MA;QUI;32;2026;8;EMP                                     ;Selado              ;6;3;13800V                                                                ;0;0;0;26;0;0;0;1;59.0;149;26;2026-08-25
2;2026-08-06;TPD-394238;TRANSFORMADOR 25kVA 36,2kV 1F 254/127V 19053V                                                                           ;20;2026-10-26;11429;Copel Distribuição S/A;Copel Dist;2026-06-26 09:29:26;69605;25 kVA    ;25.0;MON;36,2kV         ;2024-10-15;1;2025-07-04;19.053 V                                                              ;254/127V                                                              ;1              ;PR;QUI;32;2026;8;JC                                      ;Selado              ;6;2;19.053 V                                                              ;0;2;0;0;0;0;0;1;56.0;2;2;2026-08-25
4;2026-08-06;TPD-402915;TRANSFORMADOR 45kVA 15kV 3F 220/127V 13800V                                                                             ;50;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;45 kVA    ;45.0;TRI;15kV           ;2025-01-30;0;;13.800 / 13.200 / 12.600 V                                            ;220/127V                                                              ;3              ;MA;QUI;32;2026;8;EMP                                     ;Selado              ;6;3;13800V                                                                ;0;0;0;4;0;0;0;1;57.0;43;4;2026-08-25
14;2026-08-06;TPD-402969;TRANSFORMADOR 45kVA 15kV 3F 380/220V 13800V                                                                             ;22;2026-08-20;11418;Equatorial Goiás Distribuidora de Energia S/A.;EQTL - GO;2026-06-25 09:29:56;69549;45 kVA    ;45.0;TRI;15kV           ;2025-01-30;0;;13.800 / 13.200 / 12.600 V                                            ;380/220V                                                              ;3              ;GO;QUI;32;2026;8;EMP                                     ;Selado              ;6;3;13800V                                                                ;0;0;0;14;0;0;0;1;58.0;22;14;2026-08-25
4;2026-08-06;TPD-402970;TRANSFORMADOR 150kVA 15kV 3F 380/220V 13800V                                                                            ;29;2026-08-20;11418;Equatorial Goiás Distribuidora de Energia S/A.;EQTL - GO;2026-06-25 09:29:56;69549;150 kVA   ;150.0;TRI;15kV           ;2024-12-30;2;2025-01-24;13.800 / 13.200 / 12.600 V                                            ;380/220V                                                              ;3              ;GO;QUI;32;2026;8;EMP-LM                                  ;Selado              ;6;6;13800V                                                                ;0;0;0;0;4;0;0;1;61.0;29;4;2026-08-25
1;2026-08-06;TPD-416454;TRANSFORMADOR 75kVA 24,2kV 3F 380/220V 23100V                                                                           ;30;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;75 kVA    ;75.0;TRI;24,2 kV        ;2025-08-13;0;;23.100 / 22.000 / 20.900 V                                            ;380/220V                                                              ;3              ;MT;QUI;32;2026;8;EMP                                     ;Selado              ;6;3;23100V                                                                ;0;0;0;1;0;0;0;1;60.0;30;1;2026-08-25
1;2026-08-06;TPD-424050;TRANSFORMADOR 15kVA 15kV 3F 220/127V 14400V                                                                             ;10;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;15 kVA    ;15.0;TRI;15kV           ;2025-11-28;0;;14.400 / 13.800 / 13.200 / 12.600 V                                   ;220/127V                                                              ;4              ;MT;QUI;32;2026;8;JC                                      ;Selado              ;6;2;13800V                                                                ;0;1;0;0;0;0;0;1;53.0;6;1;2026-08-25
17;2026-08-06;TPD-436654;TRANSFORMADOR 112,5kVA 15V 3F 220/127V 13.800V                                                                          ;50;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;112,5 kVA ;112.5;TRI;15kV           ;2026-07-21;0;;13.800 / 13.200 / 12.600 V                                            ;220/127V                                                              ;3              ;MA;QUI;32;2026;8;EMP-LM                                  ;Selado              ;6;6;13800V                                                                ;0;0;0;0;17;0;0;1;62.0;50;17;2026-08-25
1;2026-08-07;TPD-378151;TRANSFORMADOR 15kVA 15kV 1F 220V 7967V                                                                                  ;76;2026-08-20;11418;Equatorial Goiás Distribuidora de Energia S/A.;EQTL - GO;2026-06-25 09:29:56;69549;15 kVA    ;15.0;MON;15kV           ;2024-04-06;2;2026-08-05;7.967 / 7.621 / 7.275 V                                               ;220V                                                                  ;3              ;GO;SEX;32;2026;8;JC                                      ;Selado              ;7;2;7967V                                                                 ;0;1;0;0;0;0;0;1;63.0;1;1;2026-08-25
