Quantidade;DataHoraProducaoAux;cd_Referencia;ds_Prod;qtdItem;dt_LimiteEntrega;cdEnt;Nome;Apelido;dt_Pedido;cdPedido;ds_potencia;PotenciaKVA;nrofasesTrafo;ds_classeTensaoTrafo;dt_criacao;NroRevisao;dt_Revisao;ds_TensaoTrafo;ds_TensaoTrafoSec;ds_TapsTrafo;cd_SglEstado;DiaSemana;SemanaAno;Ano;Mes;ds_TpEnrolamentoNucleo;Ds_tpConstrTrafo;Dia;cd_TpEnrolamentoNucleo;ds_TensaoTrafoDesp;QtdProduzida;TotalJC;TotalAM;TotalEMP;TotalEMPLM;TotalENR;TotalSL;cdEntEmpDesti;SeqPlano;QtdAproduzirTotal;QtdAproduzir;Data_Snapshot
23;2026-08-20;TPD-378243;TRANSFORMADOR 10kVA 36,2kV 1F 220V 19919V                                                                               ;45;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;10 kVA    ;10.0;MON;36,2kV         ;2024-04-10;3;2025-11-11;19919/19053/18187 V                                                   ;220V                                                                  ;3              ;MA;QUI;34;2026;8;ENR                                     ;Selado              ;20;1;19919V                                                                ;0;0;0;0;0;23;0;1;188.0;45;23;2026-08-25
17;2026-08-20;TPD-378294;TRANSFORMADOR 75kVA 15kV 3F 380/220V 13800V                                                                             ;200;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;75 kVA    ;75.0;TRI;15kV           ;2024-05-31;1;2025-05-21;13800/13200/12600 V                                                   ;380/220V                                                              ;3              ;MA;QUI;34;2026;8;EMP                                     ;Selado              ;20;3;13800V                                                                ;0;0;0;17;0;0;0;1;195.0;200;17;2026-08-25
3;2026-08-20;TPD-393235;TRANSFORMADOR 150kVA 15kV 3F 380/220V 13800V                                                                            ;10;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;150 kVA   ;150.0;TRI;15kV           ;2024-08-05;0;;13.800 / 13.200 / 12.600 / 12.000 / 11.400 V                          ;380/220V                                                              ;5              ;MT;QUI;34;2026;8;EMP                                     ;Selado              ;20;3;13800V                                                                ;0;0;0;3;0;0;0;1;200.0;10;3;2026-08-25
8;2026-08-20;TPD-414277;TRANSFORMADOR 75kVA 15kV 3F 220/127V 14400V                                                                             ;10;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;75 kVA    ;75.0;TRI;15kV           ;2025-08-26;0;;14.400 / 13.800 / 13.200 / 12.600 V                                   ;220/127V                                                              ;4              ;MT;QUI;34;2026;8;EMP                                     ;Selado              ;20;3;13800V                                                                ;0;0;0;8;0;0;0;1;194.0;10;8;2026-08-25
1;2026-08-20;TPD-414286;TRANSFORMADOR 75kVA 15kV 3F 380/220V 13800V                                                                             ;40;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;75 kVA    ;75.0;TRI;15kV           ;2025-09-02;0;;13800/13200/12600 V                                                   ;380/220V                                                              ;3              ;MT;QUI;34;2026;8;EMP                                     ;Selado              ;20;3;13800V                                                                ;0;0;0;1;0;0;0;1;196.0;40;1;2026-08-25
1;2026-08-20;TPD-414286;TRANSFORMADOR 75kVA 15kV 3F 380/220V 13800V                                                                             ;40;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;75 kVA    ;75.0;TRI;15kV           ;2025-09-02;0;;13800/13200/12600 V                                                   ;380/220V                                                              ;3              ;MT;QUI;34;2026;8;EMP                                     ;Selado              ;20;3;13800V                                                                ;0;0;0;1;0;0;0;1;197.0;40;1;2026-08-25
1;2026-08-20;TPD-423496;TRANSFORMADOR 112,5kVA 15kV 3F 380/220V 13800V                                                                          ;30;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;112,5 kVA ;112.5;TRI;15kV           ;2025-11-06;0;;13.800 / 13.200 / 12.600 V                                            ;380/220V                                                              ;3              ;MT;QUI;34;2026;8;EMP                                     ;Selado              ;20;3;13800V                                                                ;0;0;0;1;0;0;0;1;198.0;30;1;2026-08-25
16;2026-08-20;TPD-423606;TRANSFORMADOR 112,5kVA 15kV 3F 380/220V 13800V                                                                          ;40;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;112,5 kVA ;112.5;TRI;15kV           ;2025-11-24;0;;13.800 / 13.200 / 12.600 / 12.000 / 11.400 V                          ;380/220V                                                              ;5              ;MT;QUI;34;2026;8;EMP                                     ;Selado              ;20;3;13800V                                                                ;0;0;0;16;0;0;0;1;199.0;40;16;2026-08-25
1;2026-08-20;TPD-424098;TRANSFORMADOR 30kVA 15kV 3F 220/127V 14400V                                                                             ;5;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;30 kVA    ;30.0;TRI;15kV           ;2025-11-28;0;;14.400 / 13.800 / 13.200 / 12.600 V                                   ;220/127V                                                              ;4              ;MT;QUI;34;2026;8;JC                                      ;Selado              ;20;2;13800V                                                                ;0;1;0;0;0;0;0;1;191.0;5;1;2026-08-25
10;2026-08-20;TPD-429256;TRANSFORMADOR 45kVA 36,2kV 3F 380/220V 36000V                                                                           ;10;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;45 kVA    ;45.0;TRI;36,2kV         ;2026-03-30;0;;36.000 / 34.500 / 33.000 / 31.500 V                                   ;380/220V                                                              ;4              ;MT;QUI;34;2026;8;EMP                                     ;Selado              ;20;3;34500V                                                                ;0;0;0;10;0;0;0;1;193.0;10;10;2026-08-25
8;2026-08-20;TPD-433789;TRANSFORMADOR 45kVA 24,2kV 3F 380/220V 23100V                                                                           ;10;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;45 kVA    ;45.0;TRI;24,2 kV        ;2026-05-19;0;;23100/22000/20900V                                                    ;380/220V                                                              ;3              ;MT;QUI;34;2026;8;EMP                                     ;Selado              ;20;3;23100V                                                                ;0;0;0;8;0;0;0;1;192.0;10;8;2026-08-25
84;2026-08-20;TPD-437002;TRANSFORMADOR 5kVA 15kV 1F 240/120V 7967V                                                                               ;800;2026-09-14;153945;NORTE TECH SERVICOS EM ENERGIA LTDA;NORTE TECH;2026-06-19 16:51:39;69406;5 kVA     ;5.0;MON;15kV           ;2026-07-14;1;2026-07-30;7.967/7.621/7.274/6.928/6.582/6.235/5.888 V                           ;240/120V                                                              ;7              ;AM;QUI;34;2026;8;JC                                      ;Selado              ;20;2;7.967 V                                                               ;0;84;0;0;0;0;0;1;189.0;800;84;2026-08-25
41;2026-08-21;TPD-378159;TRANSFORMADOR 25kVA 15kV 1F 220V 7967V                                                                                  ;100;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;25 kVA    ;25.0;MON;15kV           ;2024-06-07;1;2024-06-20;7.967 / 7.621 / 7.275 V                                               ;220V                                                                  ;3              ;MA;SEX;34;2026;8;JC                                      ;Selado              ;21;2;7967V                                                                 ;0;41;0;0;0;0;0;1;204.0;100;41;2026-08-25
19;2026-08-21;TPD-378243;TRANSFORMADOR 10kVA 36,2kV 1F 220V 19919V                                                                               ;45;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;10 kVA    ;10.0;MON;36,2kV         ;2024-04-10;3;2025-11-11;19919/19053/18187 V                                                   ;220V                                                                  ;3              ;MA;SEX;34;2026;8;ENR                                     ;Selado              ;21;1;19919V                                                                ;0;0;0;0;0;19;0;1;201.0;45;19;2026-08-25
4;2026-08-21;TPD-378246;TRANSFORMADOR 10kVA 36,2kV 1F 254/127V 19919V                                                                           ;50;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;10 kVA    ;10.0;MON;36,2kV         ;2024-03-27;4;2025-11-11;19919/19053/18187 V                                                   ;254/127V                                                              ;3              ;MA;SEX;34;2026;8;ENR                                     ;Selado              ;21;1;19919V                                                                ;0;0;0;0;0;4;0;1;203.0;50;4;2026-08-25
10;2026-08-21;TPD-386830;TRANSFORMADOR 75kVA 15kV 3F 220/127V 13800V                                                                             ;10;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;75 kVA    ;75.0;TRI;15kV           ;2024-06-21;1;2024-08-16;13800/13200/12600 V                                                   ;220/127V                                                              ;3              ;MT;SEX;34;2026;8;EMP                                     ;Selado              ;21;3;13800V                                                                ;0;0;0;10;0;0;0;1;209.0;10;10;2026-08-25
3;2026-08-21;TPD-393235;TRANSFORMADOR 150kVA 15kV 3F 380/220V 13800V                                                                            ;10;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;150 kVA   ;150.0;TRI;15kV           ;2024-08-05;0;;13.800 / 13.200 / 12.600 / 12.000 / 11.400 V                          ;380/220V                                                              ;5              ;MT;SEX;34;2026;8;EMP                                     ;Selado              ;21;3;13800V                                                                ;0;0;0;3;0;0;0;1;211.0;10;3;2026-08-25
2;2026-08-21;TPD-420289;TRANSFORMADOR 75kVA 15kV 3F 380/220V 14400V                                                                             ;10;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;75 kVA    ;75.0;TRI;15kV           ;2025-10-23;0;;14.400 / 13.800 / 13.200 / 12.600 V                                   ;380/220V                                                              ;4              ;MT;SEX;34;2026;8;EMP                                     ;Selado              ;21;3;13800V                                                                ;0;0;0;2;0;0;0;1;208.0;10;2;2026-08-25
10;2026-08-21;TPD-420746;TRANSFORMADOR 75kVA 15kV 3F 380/220 14400V                                                                              ;10;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;75 kVA    ;75.0;TRI;15kV           ;2025-10-27;0;;14400/13800/13200/12600V                                              ;380/220V                                                              ;4              ;MT;SEX;34;2026;8;EMP                                     ;Selado              ;21;3;13800V                                                                ;0;0;0;10;0;0;0;1;207.0;10;10;2026-08-25
17;2026-08-21;TPD-423606;TRANSFORMADOR 112,5kVA 15kV 3F 380/220V 13800V                                                                          ;40;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;112,5 kVA ;112.5;TRI;15kV           ;2025-11-24;0;;13.800 / 13.200 / 12.600 / 12.000 / 11.400 V                          ;380/220V                                                              ;5              ;MT;SEX;34;2026;8;EMP                                     ;Selado              ;21;3;13800V                                                                ;0;0;0;17;0;0;0;1;210.0;40;17;2026-08-25
1;2026-08-21;TPD-424098;TRANSFORMADOR 30kVA 15kV 3F 220/127V 14400V                                                                             ;5;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;30 kVA    ;30.0;TRI;15kV           ;2025-11-28;0;;14.400 / 13.800 / 13.200 / 12.600 V                                   ;220/127V                                                              ;4              ;MT;SEX;34;2026;8;JC                                      ;Selado              ;21;2;13800V                                                                ;0;1;0;0;0;0;0;1;205.0;5;1;2026-08-25
18;2026-08-21;TPD-435058;TRANSFORMADOR 45kVA 15kV 3F 220/127V 14400V                                                                             ;20;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;45 kVA    ;45.0;TRI;15kV           ;2026-06-18;0;;14400/13800/13200/12600V                                              ;220/127V                                                              ;4              ;MT;SEX;34;2026;8;EMP                                     ;Selado              ;21;3;13800V                                                                ;0;0;0;18;0;0;0;1;206.0;20;18;2026-08-25
84;2026-08-21;TPD-437002;TRANSFORMADOR 5kVA 15kV 1F 240/120V 7967V                                                                               ;800;2026-09-14;153945;NORTE TECH SERVICOS EM ENERGIA LTDA;NORTE TECH;2026-06-19 16:51:39;69406;5 kVA     ;5.0;MON;15kV           ;2026-07-14;1;2026-07-30;7.967/7.621/7.274/6.928/6.582/6.235/5.888 V                           ;240/120V                                                              ;7              ;AM;SEX;34;2026;8;JC                                      ;Selado              ;21;2;7.967 V                                                               ;0;84;0;0;0;0;0;1;202.0;800;84;2026-08-25
10;2026-08-24;TPD-369707;TRANSFORMADOR 112,5kVA 15kV 3F 380/220V 13800V                                                                          ;30;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;112,5 kVA ;112.5;TRI;15kV           ;2023-07-20;2;2026-07-28;13.800 / 13.200 / 12.600 / 12.000 / 11.400 V                          ;380/220V                                                              ;5              ;MT;SEG;35;2026;8;EMP                                     ;Selado              ;24;3;13800V                                                                ;0;0;0;10;0;0;0;1;226.0;30;10;2026-08-25
22;2026-08-24;TPD-378159;TRANSFORMADOR 25kVA 15kV 1F 220V 7967V                                                                                  ;100;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;25 kVA    ;25.0;MON;15kV           ;2024-06-07;1;2024-06-20;7.967 / 7.621 / 7.275 V                                               ;220V                                                                  ;3              ;MA;SEG;35;2026;8;JC                                      ;Selado              ;24;2;7967V                                                                 ;0;22;0;0;0;0;0;1;215.0;100;22;2026-08-25
23;2026-08-24;TPD-378246;TRANSFORMADOR 10kVA 36,2kV 1F 254/127V 19919V                                                                           ;50;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;10 kVA    ;10.0;MON;36,2kV         ;2024-03-27;4;2025-11-11;19919/19053/18187 V                                                   ;254/127V                                                              ;3              ;MA;SEG;35;2026;8;ENR                                     ;Selado              ;24;1;19919V                                                                ;0;0;0;0;0;23;0;1;213.0;50;23;2026-08-25
14;2026-08-24;TPD-390831;TRANSFORMADOR 37,5kVA 15kV 1F 240/120V 7967V                                                                            ;90;2026-09-01;11419;Cemig Distribuição S/A;Cemig D;2026-06-23 00:00:00;69455;37,5 kVA  ;37.5;MON;15kV           ;2025-01-06;2;2026-03-13;7967/7621/7275V                                                       ;240/120V                                                              ;3              ;MG;SEG;35;2026;8;JC                                      ;Selado              ;24;2;7967V                                                                 ;0;14;0;0;0;0;0;1;217.0;90;14;2026-08-25
3;2026-08-24;TPD-393235;TRANSFORMADOR 150kVA 15kV 3F 380/220V 13800V                                                                            ;10;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;150 kVA   ;150.0;TRI;15kV           ;2024-08-05;0;;13.800 / 13.200 / 12.600 / 12.000 / 11.400 V                          ;380/220V                                                              ;5              ;MT;SEG;35;2026;8;EMP                                     ;Selado              ;24;3;13800V                                                                ;0;0;0;3;0;0;0;1;227.0;10;3;2026-08-25
3;2026-08-24;TPD-396639;TRANSFORMADOR 5kVA 36,2kV 1F 254/127V 21651V                                                                            ;5;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;5 kVA     ;5.0;MON;36,2kV         ;2024-12-09;0;;21.651 / 20.785 / 19.919 / 19.053 / 18.187 V                          ;254/127V                                                              ;5              ;MT;SEG;35;2026;8;ENR                                     ;Selado              ;24;1;19919V                                                                ;0;0;0;0;0;3;0;1;212.0;5;3;2026-08-25
2;2026-08-24;TPD-414277;TRANSFORMADOR 75kVA 15kV 3F 220/127V 14400V                                                                             ;10;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;75 kVA    ;75.0;TRI;15kV           ;2025-08-26;0;;14.400 / 13.800 / 13.200 / 12.600 V                                   ;220/127V                                                              ;4              ;MT;SEG;35;2026;8;EMP                                     ;Selado              ;24;3;13800V                                                                ;0;0;0;2;0;0;0;1;221.0;10;2;2026-08-25
10;2026-08-24;TPD-416452;TRANSFORMADOR 75kVA 15kV 3F 380/220V 13800V                                                                             ;10;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;75 kVA    ;75.0;TRI;15kV           ;2025-08-15;0;;13800/13200/12600 V                                                   ;380/220V                                                              ;3              ;MT;SEG;35;2026;8;EMP                                     ;Selado              ;24;3;13800V                                                                ;0;0;0;10;0;0;0;1;222.0;10;10;2026-08-25
5;2026-08-24;TPD-420289;TRANSFORMADOR 75kVA 15kV 3F 380/220V 14400V                                                                             ;10;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;75 kVA    ;75.0;TRI;15kV           ;2025-10-23;0;;14.400 / 13.800 / 13.200 / 12.600 V                                   ;380/220V                                                              ;4              ;MT;SEG;35;2026;8;EMP                                     ;Selado              ;24;3;13800V                                                                ;0;0;0;5;0;0;0;1;223.0;10;5;2026-08-25
10;2026-08-24;TPD-420747;TRANSFORMADOR 75kVA 36,2kV 3F 220/127V 36000V                                                                           ;10;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;75 kVA    ;75.0;TRI;36,2kV         ;2025-10-27;0;;36.000 / 34.500 / 33.000 / 31.500 V                                   ;220/127V                                                              ;4              ;MT;SEG;35;2026;8;EMP                                     ;Selado              ;24;3;34500V                                                                ;0;0;0;10;0;0;0;1;224.0;10;10;2026-08-25
7;2026-08-24;TPD-423606;TRANSFORMADOR 112,5kVA 15kV 3F 380/220V 13800V                                                                          ;40;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;112,5 kVA ;112.5;TRI;15kV           ;2025-11-24;0;;13.800 / 13.200 / 12.600 / 12.000 / 11.400 V                          ;380/220V                                                              ;5              ;MT;SEG;35;2026;8;EMP                                     ;Selado              ;24;3;13800V                                                                ;0;0;0;7;0;0;0;1;225.0;40;7;2026-08-25
1;2026-08-24;TPD-424098;TRANSFORMADOR 30kVA 15kV 3F 220/127V 14400V                                                                             ;5;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;30 kVA    ;30.0;TRI;15kV           ;2025-11-28;0;;14.400 / 13.800 / 13.200 / 12.600 V                                   ;220/127V                                                              ;4              ;MT;SEG;35;2026;8;JC                                      ;Selado              ;24;2;13800V                                                                ;0;1;0;0;0;0;0;1;216.0;5;1;2026-08-25
2;2026-08-24;TPD-435058;TRANSFORMADOR 45kVA 15kV 3F 220/127V 14400V                                                                             ;20;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;45 kVA    ;45.0;TRI;15kV           ;2026-06-18;0;;14400/13800/13200/12600V                                              ;220/127V                                                              ;4              ;MT;SEG;35;2026;8;EMP                                     ;Selado              ;24;3;13800V                                                                ;0;0;0;2;0;0;0;1;220.0;20;2;2026-08-25
1;2026-08-24;TPD-435783;TRANSFORMADOR 45kVA 15kV 3F 220/127V 14400V                                                                             ;10;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;45 kVA    ;45.0;TRI;15kV           ;2026-06-24;0;;14400/13800/13200/12600V                                              ;220/127V                                                              ;4              ;MT;SEG;35;2026;8;EMP                                     ;Selado              ;24;3;13800V                                                                ;0;0;0;1;0;0;0;1;219.0;10;1;2026-08-25
15;2026-08-24;TPD-435784;TRANSFORMADOR 45kVA 15kV 3F 220/127V 13800V                                                                             ;100;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;45 kVA    ;45.0;TRI;15kV           ;2026-06-24;0;;13.800 / 13.200 / 12.600 V                                            ;220/127V                                                              ;3              ;MT;SEG;35;2026;8;EMP                                     ;Selado              ;24;3;13800V                                                                ;0;0;0;15;0;0;0;1;218.0;100;15;2026-08-25
81;2026-08-24;TPD-437002;TRANSFORMADOR 5kVA 15kV 1F 240/120V 7967V                                                                               ;800;2026-09-14;153945;NORTE TECH SERVICOS EM ENERGIA LTDA;NORTE TECH;2026-06-19 16:51:39;69406;5 kVA     ;5.0;MON;15kV           ;2026-07-14;1;2026-07-30;7.967/7.621/7.274/6.928/6.582/6.235/5.888 V                           ;240/120V                                                              ;7              ;AM;SEG;35;2026;8;JC                                      ;Selado              ;24;2;7.967 V                                                               ;0;81;0;0;0;0;0;1;214.0;800;81;2026-08-25
