"CodProd","DescProd","CodMedEstoque","PrecoMedio"
"184472",CILINDRO INT DE PAPEL PRESSPHAN 6 x øi 458 x 890mm                                                                      ,Un,
"184474",CALÇO DE BOBINA S/ CANAL 45 x 90 x 105 x 30mm                                                                           ,Un,"1,910114"
"184475","CALÇO TIPO RABO ANDORINHA PAPEL PRESSPHAN 2,0 x 27 x 42mm                                                               ",Un,
"184476","CALÇO TIPO RABO ANDORINHA PAPEL PRESSPHAN 1,0 x 27 x 42mm                                                               ",Un,
"184477","CALÇO TIPO RABO ANDORINHA PAPEL PRESSPHAN 2,0 x 27 x 64mm                                                               ",Un,
"184478","CALÇO TIPO RABO ANDORINHA PAPEL PRESSPHAN 1,0 x 27 x 64mm                                                               ",Un,
"184479","ESTECA TIPO ""T"" PAPEL PRESSPHAN 1,00  x 17 x 1000mm                                                                     ",Un,
"184480",CILINDRO DE REGULAÇÃO - AER-251-BB-015 ITEM 02                                                                          ,Un,"279,521333"
"184481","ESTECA TIPO ""T"" PAPEL PRESSPHAN 4,00 x 13 x 890 mm                                                                      ",Un,
"184482",CALÇO DE BOBINA REGUA  40 x 145 x 367                                                                                   ,Un,"14,702917"
"184485",CALÇO DE BOBINA REGUA 40 x 80 x 132                                                                                     ,Un,"14,705000"
"184486","ARRUELA PAPEL PRESSPHAN 4,0 x øi 362 x Øe 604mm                                                                         ",Un,
"184487","ARRUELA PAPEL PRESSPHAN 3,0 x øi 480 x Øe 605mm                                                                         ",Un,
"184488","CALÇO DE APOIO DE BOBINA 3,5 x 3,5 x 7,5 x 8,0mm                                                                        ",Un,
"184539",PARAFUSO SEXT. AÇO POLIDO RI (DIN 8.8)  M20 x 45mm                                                                      ,Un,"1,045102"
"18454","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 323GL-2606                                                                 ",Un,"3,215957"
"184545",PARAFUSO SEXT. AÇO ENEGRECIDO DIN 8.8 RI M20 x 35mm                                                                     ,Un,"1,727933"
"184558","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 314GL-3704                                                                 ",Un,"3,156967"
"184559","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 314GL-3705                                                                 ",Un,"3,150125"
"18456","PLACA DE IDENT AÇO INOX  0,5 x 105 x 148mm - 113GX-2604                                                                 ",Un,"5,624334"
"184561","CHAPA AÇO INOX AISI 304 - 6,35 x 1500 x 3000mm                                                                          ",Kg   ,"15,728906"
"184563",BARRA ROSCADA INOX AISI 304/316 M20 x 1000mm                                                                            ,M    ,"63,932766"
"184568",ARRUELA LISA AÇO POLIDO M8                                                                                              ,Un,"0,031213"
"18458","PLACA DE IDENT AÇO INOX  0,5 x 105 x 148mm - 213GX-2605                                                                 ",Un,"5,624334"
"184617","BUCHA DE REDUÇÃO GALV. FOGO 2"" x 1.1/2"" RWG - AFL-526-FE-001 ITEM 16                                                    ",Un,"19,359045"
"184659","ABRAÇADEIRA DE NYLON 150 x 3,6mm                                                                                        ",Un,"0,048570"
"18466","PLACA DE IDENT AÇO INOX  0,5 x 105 x 148mm - 313GX-2608                                                                 ",Un,"6,297400"
"184660","ABRAÇADEIRA DE NYLON 100 x 2,5mm                                                                                        ",Un,"0,105519"
"184661","ABRAÇADEIRA DE NYLON 140 x 2,5mm                                                                                        ",Un,"0,076090"
"18467","PLACA DE IDENT AÇO INOX  0,5 x 105 x 148mm - 313GX-2607                                                                 ",Un,"5,867436"
"18469","PLACA DE IDENT AÇO INOX  0,5 x 105 x 148mm - 313GX-2609                                                                 ",Un,"6,033178"
"184708",ARRUELA LISA AÇO GALVANIZADO À FOGO M10                                                                                 ,Un,"0,091672"
"184709",PARAFUSO SEXT. AÇO GALV. À FOGO RI M12 x 40mm                                                                           ,Un,"0,771659"
"184710",PARAFUSO SEXT. AÇO GALV. À FOGO RI M10 x 30mm                                                                           ,Un,"0,564983"
"184719","TUBO AÇO CARBONO DIN 2440 C/ COSTURA (1/2"") 21,30mm                                                                     ",Kg   ,"8,059002"
"184720","TUBO AÇO CARBONO DIN 2440 C/ COSTURA (1.1/2"") 48,3mm                                                                    ",Kg   ,"6,998154"
"184744","ANEL ORING PARKER 2-320 - Ø5,33 x øi 27,94 x Øe 38,60mm - AFL-493-PT-001 ITEM 22                                        ",Un,"10,698433"
"184745","ANEL ORING PARKER 2-332 -  Ø5,33 x øi 59,69 x Øe 70,35 mm - AFL-493-PT-001 ITEM 30                                      ",Un,"5,136261"
"184746","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 131PL-3518                                                                  ",Un,"1,907800"
"184747","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 335GL-2907                                                                 ",Un,"3,150100"
"184749","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 315PL-3524                                                                  ",Un,"7,030000"
"184751","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 335GL-3528                                                                 ",Un,"3,125501"
"184753",PLACA DE ADVERTÊNCIA INT. ALUM - ANODIZADO - PED - CELG - 0.8 x 105 x 150mm                                             ,Un,"188,110620"
"184754",PLACA DE ADVERTÊNCIA EXT. ALUM. ANODIZADO - PED - CELG - 0.8 x 150 x 250mm                                              ,Un,"188,110620"
"184765","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 311GL-2908                                                                 ",Un,"3,091600"
"184766","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 331GL-2909                                                                 ",Un,"3,091600"
"184773","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 114PL-3517                                                                  ",Un,"1,907800"
"184775",PARAFUSO SEXT. AÇO GALV. À FOGO RI M16 x 55mm                                                                           ,Un,"1,183438"
"184776",PARAFUSO SEXT. AÇO GALV. À FOGO RI M12 x 65mm                                                                           ,Un,"0,508287"
"184779",TAMBOR DE AÇO 200 L C/ TAMPA                                                                                            ,Un,"144,703305"
"184780","MANGUEIRA TEFLON DE ALTA PRESSÃO 1/2""                                                                                   ",M    ,"64,078333"
"184782",BARRA REDONDA MECANICA SAE 1045 - 1'' x 6000                                                                            ,Kg   ,"6,370833"
"184807",ANEL CALANDRADO REGULAÇÃO - AER-251-BB-014 ITEM 01                                                                      ,Un,"260,329833"
"184816","PLACA DE IDENT AÇO INOX  0,5 x 105 x 148mm - 115GX-2910                                                                 ",Un,"9,050075"
"184817","PLACA DE IDENT AÇO INOX  0,5 x 105 x 148mm - 115GX-2911                                                                 ",Un,"9,050075"
"184818","PLACA DE IDENT AÇO INOX 0,8 x 105 x 148mm - 315GX-2912                                                                  ",Un,"9,048825"
"184819","PLACA DE IDENT AÇO INOX 0,8 x 105 x 148mm - 315GX-2913                                                                  ",Un,"9,048825"
"184820",TERMÔMETRO C/ CAPILAR (ITE) 0 a 150 C/ 4 MICRO SWIT                                                                     ,Un,"4700,489300"
"184821",TERMÔMETRO C/ CAPILAR (ITO) 0 a 150 C/ 2 MICRO SWIT                                                                     ,Un,"4409,330700"
"184865","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 315PL-3538                                                                  ",Un,"3,908013"
"184866","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 315PL-3540                                                                  ",Un,"3,282800"
"184885","BICO PARA ENGRAXAR RWG 1/8""                                                                                             ",Un,"1,095000"
"184888","CORPO ISOLANTE AT 25,8 kV 160A T1 IMP                                                                                   ",Un,"17,673716"
"184894",GUARNIÇÃO BORRACHA NITRILICA CAIXA/TC - 5 x 202 x 254mm                                                                 ,Un,"12,360186"
"184895",GUARNIÇÃO BORRACHA NITRILICA RELE GÁS -  5 x 56 x 175mm                                                                 ,Un,"6,137857"
"184900","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 114GL-3320                                                                 ",Un,"3,202820"
"184904","BARRA REDONDA AÇO SAE 1045 1""                                                                                           ",Kg   ,"8,432006"
"184907",TOMADA QUADRIPOLAR QUA-4244                                                                                             ,Un,"18,840000"
"184908",TAMPA PARA CONECTOR ELÉTRICO - OTTA 6 mm²                                                                               ,Un,"1,789000"
"184914","CHAPA AÇO INOX AISI 304 - 1,00 x 1250 x 3000mm                                                                          ",Kg   ,"19,695101"
"184918",PAPELÃO EIC B-7.1 - 2mm                                                                                                 ,Kg   ,"0,000000"
"184954","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - R-314PL-274                                                                 ",Un,"2,914288"
"184977","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 315PL-3257                                                                  ",Un,"1,894060"
"184983",CABO FLEXIVEL DE BATERIA 10 mm²                                                                                         ,Un,"3,339333"
"184984","TERMINAL ILHOS ISOLADO 4,0 x 2,0mm                                                                                      ",Un,"0,092250"
"184985","TERMINAL S/ ISOLAÇÃO TIPO 1,0 mm² C/ FURO DE Ø1/4                                                                       ",Un,"0,111900"
"184986",TERMINAIS OLHAL 4mm² C/ FURO DE Ø1/4                                                                                    ,Un,"0,264200"
"184987","ORGANIZADOR DE FIOS ESPIRAL 1/4""                                                                                        ",M    ,"1,080748"
"184988","PLACA DE IDENT AÇO INOX 0,8 x 301 x 420mm - R-339EX-10606790                                                            ",Un,"501,952000"
"184989",PLACA LIGA AUX. AÇO INOXID. 0.8 x 400 x 450mm - R-EL-10606790                                                           ,Un,"501,951900"
"184994","ANEL ORING PARKER 2-335 - 5,33 x øi 69,22 x Øe 79,88mm - AFL-493-PT-001 IT-05                                           ",Un,"5,062953"
"184995","ANEL ORING PARKER 2-441 - 6,99 x  øi 177,12 x Øe 191,10mm - AFL-493-PT-001-09                                           ",Un,"7,135589"
"185","PAPEL PRESSPHAN 0,50mm                                                                                                  ",Kg   ,"14,727733"
"185000","ANEL ORING PARKER 2-449 - 6,99 x  øi 253,37 x Øe 267,35 mm - AFL-493-PT-001-15                                          ",Un,"40,374061"
"185001","TUBO AÇO CARBONO SCHEDULE 80 C/ COSTURA (1/2"") 21,34mm                                                                  ",Kg   ,
"185003","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 315PL-3302                                                                  ",Un,"1,769546"
"185006",PARAFUSO SEXT. AÇO INOX RI 1/2'' x 1.1/2''                                                                              ,Un,"3,285140"
"185020","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 335GL-3314                                                                 ",Un,"3,243494"
"185022","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 314GL-3337                                                                 ",Un,"3,006559"
"185108",AMORTECEDOR ANTI VIBRAÇÃO COXIM 70X70 - 1/2'' - Nº3                                                                     ,Un,"45,086273"
"185137",BARRA REDONDA AÇO SAE 1020 1.1/2''                                                                                      ,Kg   ,"4,432428"
"185139","ABRAÇADEIRA DE NYLON 250 x 4,8mm                                                                                        ",Un,"0,136124"
"185140",LENÇOL DE BORRACHA NITRILICA 1000mm LARG. X 5mm                                                                         ,M    ,"627,596053"
"185143","TUBO TERMOCONTRATÍL  PRETO 3/8""                                                                                         ",MT   ,"1,927256"
"185164",CAIXA DE COMANDOS CIRCUITOS AUX. 650 x 550 x 350mm                                                                      ,Un,
"185166",PLACA IDENT. DE DIAGRAMA DE ACESSORIOS - INOX - 370 x 245 x 1mm                                                         ,Un,"229,050000"
"185167",PLACA LOGOMARCA TRAEL CONSERVADOR - 2894 00 PAD 02                                                                      ,Un,"471,543100"
"185192",CINTA DE PAPELÃO - 2894 00 AFE 19 - ITEM 3                                                                              ,Un,
"185193",FUNDO DO PAPELÃO - 2894 00 AFE 19 - ITEM 4                                                                              ,Un,
"185197","ELETRODUTO METÁLICO FLEXIVEL 1/2"" - AFL-511-CA-001 ITEM 01                                                              ",M    ,"9,559705"
"185199","CONDULETE ALUMINIO C/ROSCA TIPO ""T"" - 2""                                                                                ",Un,"75,477342"
"185200",PARAFUSO SEXT. AÇO GALV. À FOGO RI M16 x 65mm                                                                           ,Un,"1,130678"
"185207","CABO DE COBRE FLEXIVEL ANTICHAMAS BRANCO 2,5mm 750V                                                                     ",M    ,"1,176559"
"185210","BORNE CONECTOR SAK 2,5 mm² - 8WA1011-1DF11                                                                              ",Un,"3,929274"
"185225","TUBO AÇO CARBONO SCHEDULE 40 S/ COSTURA (1/2"") 21,34mm                                                                  ",Kg   ,"81,675000"
"185226",FECH. CREMONA C/ LING. CROM E MAÇANETA L E CHAVE YALE CÓD-21026                                                         ,Un,"121,504575"
"185229","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 135PL-2915                                                                  ",Un,"1,797580"
"185235",PORTA DOCUMENTO PLÁSTICO A4                                                                                             ,Un,"30,113233"
"185237","TUBO AÇO GALVANIZADO FOGO C/ COSTURA ( 60,3)  2""                                                                        ",Kg   ,"9,611142"
"185245",CHAVE SECCIONADORA SOB CARGA 300A 2 POSIÇÕES - AFL-488-FE-001                                                           ,Un,"2150,338501"
"185249","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 333GL-3543                                                                 ",Un,"3,367013"
"185250","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 333GL-3544                                                                 ",Un,"3,366260"
"185251","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 333GL-3545                                                                 ",Un,"3,365775"
"185256","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 335GL-3643                                                                 ",Un,"3,150250"
"185309",ARRUELA LISA AÇO INOX ø1/4''                                                                                            ,Un,"16,440014"
"185346",CALÇO DE BOBINA DO NUCLEO 60 x 60 x 61                                                                                  ,Un,"11,373750"
"185348",CALÇO DE BOBINA APOIO BR FASE 20 x 42 x 120                                                                             ,Un,"4,716700"
"185350",CALÇO APOIO BOBINA S/ CANAL - 20 x 20 x 35 x 40mm                                                                       ,Un,"0,136094"
"185351",CALÇO DE BOBINA C/2 Canal  40 x 105 x 125mm                                                                             ,Un,"4,718988"
"185373",CONECTOR TERMINAL CABO/BARRA 90mm 4 F NEMA                                                                              ,Un,
"185404","TUBO TERMOCONTRATÍL PRETO - 1 MTS - 5/8""                                                                                ",MT   ,"2,605385"
"185440",CONECTOR COMANDO 125VCC - 3RT-10 15 1BG 41                                                                              ,Un,"81,327222"
"185444",TERMÔMETRO C/ CAPILAR (ITO) 0 a 150 C/ 3 MICRO SWIT                                                                     ,Un,"5026,250000"
"185461","RADIADOR ALETADO 1250 x 520 x 88,90 x 060 x 14mm - ESPESS  1,2 - 1250.88.080.14-SF.                                     ",Un,"9,082749"
"185487","CURVA CURTA AÇO CARBONO SCHEDULE 40 - 90º x 1"" RAIO LONGO                                                               ",Un,"4,950700"
"185501",PLACA IDENT. DE DIAGRAMA DE ACESSORIOS - INOX  290 x 345 x 0.8mm                                                        ,Un,"403,931725"
"185502",PLACA IDENT. DE DIAGRAMA DE ACESSORIOS - INOX 180 x 300 x 0.8mm                                                         ,Un,"267,561625"
"185503",PLACA IDENT. DE DIAGRAMA DE ACESSORIOS - INOX 180 x 300 x 0.8mm                                                         ,Un,"403,931700"
"185505",PLACA IDENT. DE DIAGRAMA DE ACESSORIOS - INOX  290 x 345 x 0.8mm                                                        ,Un,"267,561600"
"185519",CABO DE COBRE FLEXIVEL VERDE 70mm² - 750v                                                                               ,M    ,"23,613000"
"185594",PARAFUSO SEXT. AÇO GALV. À FOGO RI M16 x 105mm                                                                          ,Un,"1,461557"
"185634","BUJÃO DRENAGEM RADIADORES RWG 1/2""                                                                                      ",Un,"55,053994"
"185654","ANEL ORING PARKER 2-446 -  Ø6,99 x  øi 215,27 x Øe 229,25 mm - AFL-493-PT-001-19                                        ",Un,"5,275368"
"185655","ANEL ORING PARKER 2-216 -  Ø3,53 x  øi 28,17 x Øe 35,23mm - AFL-493-PT-001-11                                           ",Un,"0,444800"
"185656","ANEL ORING PARKER 2-348 -  Ø5,33 x  øi 110,4 x Øe 121,15mm - AFL-493-PT-001-20                                          ",Un,"1,324737"
"185661","ANEL ORING PARKER 2-357 - 5,33 x  øi 139,07 x Øe 149,73mm - AFL-493-PT-001-17                                           ",Un,"4,724374"
"185728","FIO DE COBRE RETANGULAR 2,8 x 7,0 - PKT- (0,40mm)                                                                       ",Kg   ,"23,868738"
"185729","FIO DE COBRE RETANGULAR 2,6 x 4,7 - PKT (0,50mm)                                                                        ",Kg   ,"23,868765"
"185734",PARAFUSO SEXTAVADO AÇO POLIDO RI 1/4'' x 3/4''                                                                          ,Un,"0,108900"
"185738",FECHO MAÇANETA T CROMADO C/ REGULAGEM E CHAVE                                                                           ,Un,"39,258000"
"185764",CALÇO DE BOBINA DO NUCLEO 80 x 82 x 100mm                                                                               ,Un,"14,701250"
"185765",CALÇO DE BOBINA DO NUCLEO 78 x 90 x 135mm                                                                               ,Un,"14,701250"
"185767",CALÇO APOIO BOBINA - 40 x 120 x 340mm                                                                                   ,Un,
"185768",CALÇO APOIO BOBINA - 45 x 165 x 434mm                                                                                   ,Un,
"185769",CALÇO APOIO - 40 x 56 x 170mm                                                                                           ,Un,
"185780","TUBO AÇO CARBONO DIN 2440 S/ COSTURA (1"") 33,7mm                                                                        ",Kg   ,"7,562467"
"185782","TUBO AÇO CARBONO DIN 2440 C/ COSTURA (1.1/4"") 42,40mm                                                                   ",Kg   ,"7,384627"
"185784",PARAFUSO SEXT. AÇO GALV. À FOGO RI M10 x 40mm                                                                           ,Un,"0,551252"
"185823",CALÇO APOIO BOBINA C/ CANAL - 25 x 60 x 120mm                                                                           ,Un,
"185836",PLACA DE ADEVERTÊNCIA DO COMUTADOR - INOX - 0.8 x 105 x 148mm                                                           ,Un,"133,674500"
"185837",PLACA DE ADEVERTÊNCIA DO COMUTADOR - INOX - 0.8 x 105 x 148mm                                                           ,Un,"108,554334"
"185849",CJ DE IDENT. DE BORNES E COMPONENTES ( 3402 )                                                                           ,CJ   ,"15,928734"
"185850",CJ DE IDENT. DE BORNES E COMPONENTES ( 3403 )                                                                           ,CJ   ,"16,278182"
"185862","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 311PL-3032                                                                  ",Un,"1,804100"
"185864","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 335PL-3507                                                                  ",Un,"2,093200"
"185865","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 315GL-3616                                                                 ",Un,"3,213500"
"185868",COMUT. BIF. EXT. LIN. 6TAPS 25kV 40A L140 - CBEL.6.25.40-L140                                                           ,Un,"53,541100"
"185869",CALÇO DE BOBINA REGUA  45 x 180 x 470                                                                                   ,Un,"29,402500"
"185875",CALÇO DE BOBINA REGUA 40 x 115 x 300                                                                                    ,Un,"14,701250"
"185876",CALÇO INTERNO DA BOBINA - APA-264-MP-013                                                                                ,Un,"14,701250"
"185877",CALÇO DE BOBINA REGUA  45 x 100 x 270                                                                                   ,Un,"14,701250"
"185879",CALÇO DE BOBINA TC1 25 x 300 x 310                                                                                      ,Un,"29,403333"
"18588","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 335GL-2597                                                                 ",Un,"1,925000"
"185880",CALÇO DE BOBINA TC1 60 x 115 x 300                                                                                      ,Un,"29,402500"
"185881",CALÇO DE BOBINA TC1 60 x 43 x 300                                                                                       ,Un,"29,403333"
"185882",CALÇO DE BOBINA TC2 AT1 110 x 130 x 300                                                                                 ,Un,"29,403333"
"185883",CALÇO DE BOBINA TC2 AT2 60 x 135 x 300                                                                                  ,Un,"29,403333"
"185884",CALÇO DE BOBINA TC2 AT3 110 x 50 x 300                                                                                  ,Un,"29,403333"
"185885",CALÇO DE BOBINA TC2 AT4 60 x 95 x 300                                                                                   ,Un,"29,403333"
"185906",ARRUELA PRESSÃO AÇO POLIDO M12                                                                                          ,Un,"0,071052"
"185907",PORCA SEXTAVADA AÇO POLIDA M16                                                                                          ,Un,"0,394966"
"185913",CALÇO DE BOBINA REGUA INTERNO 45 x 100 x 290 mm                                                                         ,Un,
"185914",CALÇO DE BOBINA REGUA EXTERNO 45 x 140 x 350 mm                                                                         ,Un,
"185921","PAPEL DIAMANTADO TERMOESTABILIZADO 0,13 mm                                                                              ",Kg   ,"13,972043"
"185923","PLACA DE IDENT ALUM ANOD 1,00 x 210 x 300mm - R-EL140690                                                                ",Un,"134,112950"
"185925",BLOCO DE CONTATO AUXILIAR - 3RV19 01 1F                                                                                 ,Un,"46,735000"
"185936","LUVA DE COMPRESSÃO PRÉ ISOLADA 6,0 mm²                                                                                  ",Un,"0,281300"
"185937","LUVA DE COMPRESSÃO PRÉ ISOLADA 2,5 mm²                                                                                  ",Un,"0,163350"
"185957",CONTATO AUXILIAR P/ CONTATOR N1 NA - 3RH19 21-1FA22                                                                     ,M    ,"35,623564"
"185982",BARRA ROSCADA INOX AISI 304/316 M8 x 1000mm                                                                             ,M    ,"10,564419"
"186","PAPEL PRESSPHAN 1,00mm                                                                                                  ",Kg   ,"11,811423"
"186070","PORTA IDENTIFICADOR P/ CABOS  Ø1,5 até 2,5 mm                                                                           ",CJ   ,"8,792334"
"186071","PORTA IDENTIFICADOR P/ CABOS Ø4,0 até 7,0mm                                                                             ",CJ   ,"11,111000"
"18608","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 211PL-2716                                                                  ",Un,"1,781262"
"18609","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 131PL-2717                                                                  ",Un,"1,781262"
"18610","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 331PL-2718                                                                  ",Un,"1,781262"
"18611","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 311PL-2719                                                                  ",Un,"1,781262"
"186110","RADIADOR ALETADO 0750 x 520 x 88,90 x 080 x 06 ALETAS FLANG.- 0750.88.080.06-SF                                         ",Un,"136,246300"
"186114","PLACA DE IDENT AÇO INOX  0,5 x 105 x 148mm - 233PX-3443                                                                 ",Un,"4,038828"
"186129","PLACA DE IDENT ALUM ANOD 0,8 x 70 x 210mm - R-EL-70210                                                                  ",Un,"4,990630"
"186135",CALÇO DE BOBINA S/ CANAL 35 x 20 x 75 x 80 cm s/ canal                                                                  ,Un,"0,879857"
"18616","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 115GL-2627                                                                 ",Un,
"18617","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 135GL-2628                                                                 ",Un,
"186182",DISJUNTOR BIPOLAR 13A                                                                                                   ,Un,"88,623708"
"186188","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 314GL-3555                                                                 ",Un,"3,150750"
"186189","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 314GL-3556                                                                 ",Un,"3,132800"
"18625","BOBINA ALUMÍNIO LIGA 1350 TEMPERA O - 0,90 x 1000mm                                                                     ",Kg   ,"27,178885"
"18626","BOBINA ALUMÍNIO LIGA 1350 TEMPERA O - 1,00 x 550mm                                                                      ",Kg   ,"23,200000"
"186260",CHAVE AUXILIAR P/ DISJUNTOR - 3RV19011F                                                                                 ,Un,"73,777500"
"186262","PLACA DE IDENT AÇO INOX  0,5 x 105 x 148mm - 315PX-3481                                                                 ",Un,"4,089300"
"18627","BOBINA ALUMÍNIO LIGA 1350 TEMPERA O - 1,00 x 1180mm                                                                     ",Kg   ,"8,127510"
"186271","ORGANIZADOR DE FIOS ESPIRAL 3/4""                                                                                        ",M    ,"3,848410"
"186278",ARRUELA PRESSÃO AÇO INOX ø1/4''                                                                                         ,Un,"0,105840"
"18628","BOBINA ALUMÍNIO LIGA 1350 TEMPERA O - 1,20 x 560mm                                                                      ",Kg   ,"22,382101"
"18629","BOBINA ALUMÍNIO LIGA 1350 TEMPERA O - 0,50 x 390mm                                                                      ",Kg   ,"8,160000"
"186290","PARAFUSO SEXTAVADO AÇO INOX RI 1/4"" x 1""                                                                                ",Un,"0,483952"
"186309",PARAFUSO SEXT. AÇO GALV. À FOGO RI M12 x 20mm                                                                           ,Un,"0,639539"
"186311",ARRUELA PRESSÃO AÇO INOX M16                                                                                            ,Un,"0,293133"
"186318",PARAFUSO SEXT. AÇO GALV. À FOGO RI M12 x 25mm                                                                           ,Un,"0,828074"
"18632","BOBINA ALUMÍNIO LIGA 1350 TEMPERA O - 0,80 x 700mm                                                                      ",Kg   ,"24,960832"
"186329",TERMINAIS OLHAL 4 mm² C/ FURO DE Ø3/16                                                                                  ,Un,
"18633","BOBINA ALUMÍNIO LIGA 1350 TEMPERA O - 2,00 x 800mm                                                                      ",Kg   ,"8,124500"
"186330",TERMINAL ILHOS DUPLO 4 mm²                                                                                              ,Un,
"186331",TERMINAIS OLHAL DUPLO 1 mm²                                                                                             ,Un,
"18635",BUCHA 25kV 230A EPÓXI - AFL-411-FE-003                                                                                  ,Un,"271,980091"
"186376","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 314GL-3336                                                                 ",Un,"3,205034"
"186377","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 314GL-3331                                                                 ",Un,"3,354836"
"186389",BLOCO CONTATO AUXILIAR - 3RV29 01-1F                                                                                    ,Un,"39,773050"
"186403","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 335GL-3642                                                                 ",Un,"3,153200"
"186416",CALÇO DE BOBINA REGUA 40 x 132 x 360                                                                                    ,Un,"14,701250"
"186417",CALÇO DE BOBINA REGUA 40 x 105 x 275                                                                                    ,Un,"14,701750"
"18642","FIO ALUMINIO RETANGULAR 6,0 x 7,0 - C/ 3 V 0,06mm - (0,36mm) - PKT                                                      ",Kg   ,"24,567439"
"186428","CABO DE COBRE FLEXIVEL CINZA 750V 2,5mm                                                                                 ",M    ,"1,673616"
"186444",BLOCO DE CONTATO AUXILIAR - 3RV19 01-1E                                                                                 ,Un,"46,679568"
"186469",TERMINAL DE PRESSÃO CABO COBRE ESTANHADO 120-185mm²                                                                     ,Un,"66,920000"
"18648","FIO ALUMINIO RETANGULAR 3,5 x 4,5 - C/ 3 V 0,06mm - (0,36mm) - PKT                                                      ",Kg   ,"18,588009"
"186481",DISJUNTOR TRIPOLAR MOTOR -  3VR10 11-1CA10                                                                              ,Un,"109,477500"
"18649","FIO ALUMINIO RETANGULAR 2,2 x 3,2 - C/ 3 V 0,06mm - (0,36mm) - PKT                                                      ",Kg   ,"7,700526"
"186498",TIRANTE AÇO GALV. Á FOGO RI M12 x 45mm                                                                                  ,Un,"0,901358"
"186528","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 314GL-3548                                                                 ",Un,
"18653","PAPEL DIAMANTADO TERMOESTABILIZADO 0,15mm                                                                               ",Kg   ,"19,085000"
"186531",BARRA REDONDA MECÂNICA SAE 1020 - 4'' x 6000                                                                            ,Kg   ,"6,216389"
"186568","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - R314GL-059                                                                 ",Un,"2,780567"
"186569","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - R137GL-056                                                                 ",Un,"2,780567"
"186570","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - R117GL-057                                                                 ",Un,"3,940445"
"186579","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - R334GL-058                                                                 ",Un,"3,940377"
"18659",CALÇO APOIO BOBINA S/ CANAL - 35 x 40 x 80 x 100mm                                                                      ,Un,"1,389061"
"186602","RADIADOR ALETADO 0800 x 520 x 88,90 x 080 x 13mm - 0800.88.080.13-SF                                                    ",Un,"963,506750"
"186616",CALÇO DE BOB S/ CANAL 35 x 100 x 100 x 30 x 10 x 10mm - P1-490284-01 ITEM 36                                            ,Un,"1,439867"
"186639","PLACA DE IDENT AÇO INOX 0,8 x 74 x 105mm - 333PX-3447                                                                   ",Un,"4,066525"
"186641","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 315GL-3610                                                                 ",Un,"12,553933"
