"CodProd","DescProd","CodMedEstoque","PrecoMedio"
"396634",PINO COM ROSCA AÇO INOX 304 M10 x 40                                                                                    ,Un,
"396637","ANEL ORING PARKER 2-234 - 3,53 x  øi 75,79 x Øe 79,32mm                                                                 ",Un,"23,826000"
"396641",COMUT. TRIF. EXT. LIN. 4T 36kV 40A NBI 200 L100                                                                         ,Un,"85,624638"
"396642",COMUT. TRIF. EXT. LIN. 4T 36kV 40A NBI 200 L140                                                                         ,Un,"86,999614"
"396643",COMUT. TRIF. EXT. LIN. 4T 15/25 40A NBI 150 L100                                                                        ,Un,"81,478776"
"396644",COMUT. TRIF. EXT. LIN. 4T 15/25 40A NBI 150 L140                                                                        ,Un,"84,004333"
"396645",COMUT. MONO. EXT. LIN. 5T 36kV 40A NBI 200 L100                                                                         ,Un,"49,259609"
"396646",COMUT. MONO. EXT. LIN. 5T 36kV 40A NBI 200 L140                                                                         ,Un,"49,701700"
"396650","FIO DE COBRE RET 3,0 x 6,8 PKT PARAFINADO ISOLAÇÃO (1,1mm) D160 MPa                                                     ",Kg   ,"68,513899"
"396651","CABO TRANSPOSTO 13 X (1,9 X 8,4) OD CTC-25158 01 -  BT                                                                  ",Kg   ,"96,464014"
"396652","CABO TRANSPOSTO 17 X (1,8 X 8,1) OD CTC-25158 02 -  BT                                                                  ",Kg   ,"96,196270"
"396653","FIO DE COBRE RET 2,6 x 9,8 PKT PARAFINADO ISOLAÇÃO ( 1,08mm) D160 MPa                                                   ",Kg   ,"68,809281"
"396654","FIO DE COBRE RET 3,3 x 6,7 PKT PARAFINADO ISOLAÇÃO ( 1,8mm) D120 MPa                                                    ",Kg   ,"67,053817"
"396656",PARAFUSO SEXT. M8 x 45 RI - AÇO INÓX AISI304/316 - DIN935 - CLASSE A2-70                                                ,Un,
"396664",COMUTADOR COMKAP - PONTO FIXO C3D - 800A - 4306.DUPLO 400A / 36kV / 06POSIÇÕES - AC130 - APA-271-MP-293                 ,Un,"23226,360000"
"396690",COMUTADOR Ø3 VV III 250D- 145 12231W - C/ ACIONAMENTO ED100S - OLTC-25162                                               ,Un,"399283,891415"
"396776",SUPORTE DE CABOS LADO AT LATERAL - PA-25157 04                                                                          ,CJ   ,"356,801000"
"396788",CALÇO FIX. BARRAMENTO 1 - 40 x 60 x 195mm - APA-293-MP-073 ITEM 01                                                      ,Un,"24,034000"
"396789",CALÇO FIX. BARRAMENTO 2 - 40 x 60 x 250mm - APA-293-MP-073 ITEM 02                                                      ,Un,"36,036000"
"396790",CALÇO FIX. BARRAMENTO 3 - 40 x 60 x 114mm - APA-293-MP-073 ITEM 03                                                      ,Un,"13,521000"
"396791",CALÇO BARRAMENTO 1 - 40 x 40 x 140mm - APA-293-MP-072 ITEM 01                                                           ,Un,"21,956667"
"396792",CALÇO BARRAMENTO 2 - 60 x 40 x 140mm - APA-293-MP-072 ITEM 02                                                           ,Un,"26,350000"
"396793",CALÇO BARRAMENTO 3 - 10 x 40 x 140mm - APA-293-MP-072 ITEM 03                                                           ,Un,"13,176667"
"396835",KIT MONTAGEM DE ENROLAMENTOS - EM-25162-01X                                                                             ,CJ   ,"32062,910000"
"396838",KIT ENROLAMENTO BT - EM-25162-02X                                                                                       ,CJ   ,"2065,454367"
"396839",KIT ENROLAMENTO AT - EM-25162-03X                                                                                       ,CJ   ,"6854,612950"
"396841",KIT ENROLAMENTO DE REGULAÇÃO - EM-25162-04X                                                                             ,CJ   ,"2857,770816"
"396898",KIT ISOLANTE COMPLEMENTOS -ZE-0002                                                                                      ,CJ   ,"31604,565000"
"396899",KIT TUBO ISOLANTE CREPADO -ZE-0003                                                                                      ,CJ   ,"19894,330000"
"397",PARAFUSO SEXTAVADO AÇO POLIDO RI 1/2'' x 1.1/4''                                                                        ,Un,"2,500000"
"397019","RADIADOR ALETADO GALVANIZADO 3"" - 28 ALETAS - MF-24124 99                                                               ",Un,"12364,320000"
"397025",PLACA DE IDENT AÇO INOX - CA-24118-00                                                                                   ,Un,"189,362600"
"397026",PLACA DE LIGAÇÃO VENTILAÇÃO FORÇADA - CA-24118-01                                                                       ,Un,"328,409500"
"397027",PLACA DE LIGAÇÃO EQUIPAMENTOS AUXILIARES -  CA-24118-02                                                                 ,Un,"731,660800"
"397028",PLACA DE LIGAÇÃO DO COMUTADOR SOB CARGA - CA-24118-03                                                                   ,Un,"402,676100"
"397029",PLACA DE DIAGRAMA LIGAÇÃO TC´S - CA-24118-04                                                                            ,Un,"188,832800"
"397030",PLACA DE DIAGRAMA LIGAÇÃO RÉG DE BORNES - CA-24118-05                                                                   ,Un,"240,038200"
"397031",PLAQUETAS DE IDENT. DOS COMPONENTES E ADVERTÊNCIA -  CA-24118-06                                                        ,Un,"797,510000"
"397135","THERNOMID 2001 0,90 x 1020mm                                                                                            ",Kg   ,"37,460000"
"397191",MOTOVENTILADOR 3M - AF 600 2 PAS - ZA-0070 - ITEM 01                                                                    ,Un,"2809,221822"
"397196",PLAQUETAS DE SINALIZAÇÃO - CA-24122-08                                                                                  ,CJ   ,"81,230000"
"397218","PERFIL ""I"" A=17 x B=12 x L=350mm - APA-298-MP-006                                                                       ",Un,"2,135134"
"397222",PLAQUETAS IDENTIFICAÇÃO ACESSÓRIOS - CA-24123-08                                                                        ,CJ   ,"81,230000"
"397223",PLAQUETAS IDENTIFICAÇÃO ACESSÓRIOS - CA-24124-08                                                                        ,CJ   ,"75,420000"
"397226","BOBINA ALUMÍNIO LIGA 1050 TEMPERA O - 0,60 x 480mm                                                                      ",Kg   ,"22,787328"
"397264",CALÇO BOBINA CENTRAL 25 x 80 x 172mm - APA-264-MP-279 ITEM 01                                                           ,Un,"4,863381"
"397267",CALÇO BOBINA ESQUERDO 25 x 80 x 75mm - APA-264-MP-279 ITEM 02                                                           ,Un,"3,657132"
"397269",CALÇO BOBINA DIREITO 25 x 80 x 75mm - APA-264-MP-279 ITEM 03                                                            ,Un,"3,748090"
"397378",PLAQUETAS DE IDENT. DOS COMPONENTES E ADVERTÊNCIA -  CA-24133-09                                                        ,Un,"103,784000"
"397390",PAINEL CORRUGADO - ATQ-384-PT-445 ITEM 01                                                                               ,CJ   ,"1032,162356"
"397391",PAINEL CORRUGADO - ATQ-384-PT-445 ITEM 02                                                                               ,CJ   ,"158,251650"
"397392",PAINEL CORRUGADO - ATQ-384-PT-446 ITEM 01                                                                               ,CJ   ,"1040,562864"
"397393",PAINEL CORRUGADO - ATQ-384-PT-446 ITEM 02                                                                               ,CJ   ,"167,833272"
"397447",BORNE FUSÍVEL SECCIONÁVEL C/ TAMPA - BTWI-S (11992246)                                                                  ,Un,"11,578696"
"397448",COMUTADOR LINEAR V6N 3000A 36kV 02P VA150KC - PA-25160-99                                                               ,Un,"19805,734400"
"397475",CALÇO BOBINA CENTRAL 25 x 80 x 172mm - APA-264-MP-283 ITEM 01                                                           ,Un,"5,069750"
"397476",CALÇO BOBINA ESQUERDO 25 x 80 x 70mm - APA-264-MP-283 ITEM 02                                                           ,Un,"3,671000"
"397477",CALÇO BOBINA DIREITO 25 x 80 x 70mm - APA-264-MP-283 ITEM 03                                                            ,Un,"3,671000"
"397502",CALÇO BOBINA CENTRAL 25 x 80 x 172mm - APA-264-MP-284 ITEM 01                                                           ,Un,
"397503",CALÇO BOBINA ESQUERDO 25 x 80 x 65mm - APA-264-MP-284 ITEM 02                                                           ,Un,
"397504",CALÇO BOBINA DIREITO 25 x 80 x 65mm - APA-264-MP-284 ITEM 03                                                            ,Un,
"397509",CHAVE S6/S7/S8 - OLTC E CV2210055                                                                                       ,Un,"958,320000"
"397555","BOBINA AÇO SILICIO-GO (M3) (LASER) 0,23 X 1100MM                                                                        ",Kg   ,"11,274781"
"397557","BOBINA AÇO SILICIO-GO (M3) (NÃO LASER) 0,23 X 960MM                                                                     ",Kg   ,"15,151761"
"397562",DISCO DE ZENOX PARA VARISTOR - D46x23.5                                                                                 ,Un,"60,972377"
"397616","BOBINA ALUMÍNIO LIGA 1050 TEMPERA O - 1,00 x 65mm                                                                       ",Kg   ,"22,787338"
"397617","BOBINA DE FILME POLIÉSTER MYLAR ø76 x Ø360mm - 0,036 x 75mm                                                             ",Kg   ,"21,509821"
"397620",CALÇO BOBINA DIREITO 40 x 115 x 90mm - APA-264-MP-280 ITEM 03                                                           ,Un,"14,932500"
"397621",CALÇO BOBINA ESQUERDO 40 x 115 x 90mm - APA-264-MP-280 ITEM 02                                                          ,Un,"14,932500"
"397622",CALÇO BOBINA CENTRAL 40 x 115 x 190mm - APA-264-MP-280  ITEM-01                                                         ,Un,"21,960000"
"397681",TAMPA COMUTADOR - OLTC-23059                                                                                            ,Un,
"397700",TINTA VERDE RAL 6018 COMP. B                                                                                            ,L    ,
"397701",TINTA VERDE RAL 6018 COMP. A                                                                                            ,L    ,
"397751",CALÇO EXTERNO BOBINA 60 x 195 x 425mm - APA-264-MP-285 ITEM 01                                                          ,Un,
"397752",CALÇO INTERNO BOBINA 60 x 130 x 405mm - APA-264-MP-285 ITEM 02                                                          ,Un,
"397815","TINTA CINZA MUNSELL N6,5 AC 0540 COMP. A                                                                                ",L    ,
"397816","TINTA CINZA MUNSELL N6,5 AC 0540 COMP. B                                                                                ",L    ,
"397817",TINTA CINZA PRIMER PR 503 COMP. A                                                                                       ,L    ,
"397818",TINTA CINZA PRIMER PR 503 COMP. B                                                                                       ,L    ,
"397899","THERNOMID 2001 0,90 x 1270mm                                                                                            ",Kg   ,"50,655611"
"397905",TINTA IMPERIALFLEX EZM 026 ZINCO MICÁCEOS W                                                                             ,L    ,
"397908",TINTA IMPERIALFLEX EZM 028 ZINCO CINZA CLARO W                                                                          ,L    ,
"397909",TINTA IMPERIALFLEX EZM 026 ZINCO COMP. B - W                                                                            ,L    ,
"397910",TINTA IMPERIALDUR DF 476 RAL 6018W                                                                                      ,L    ,"64,399497"
"397911",TINTA IMPERIALDUR DF 476 COMP. B W                                                                                      ,L    ,"71,023000"
"397940",PAPEL ISOLANTE NUC./ TIRANTE - MN-24114 10                                                                              ,CJ   ,"59,714333"
"397943",ISOLANTE NÚCLEO/ BASE - MN-24114 11                                                                                     ,CJ   ,"41,413167"
"397944",ISOLANTE DO NÚCLEO CALÇO NÚCLEO CINTA - MN-24114 12                                                                     ,Un,"16,252810"
"397945",CALÇO NUCLEO LATERAIS - MN-24114 13                                                                                     ,Un,"107,266310"
"397946",CALÇO NÚCLEO / TIR. HORIZONTAL - MN-24114 14                                                                            ,Un,"45,660530"
"397947",CALÇO NÚCLEO / TRAVESSA -  MN-24114 15                                                                                  ,Un,"67,417100"
"397949",CALOTAS DO NÚCLEO - MN-24114 16                                                                                         ,Un,"92,323800"
"397950",ISOLANTE DO NÚCLEO/ ARMADURA -  MN-24114 17                                                                             ,Un,"71,510880"
"397951",ISOLANTE DO NÚCLEO CANAL DE ÓLEO - MN-24114 19                                                                          ,Un,"1668,520000"
"397976",SUPORTE DE CABOS LADO BT - PA-24114 02                                                                                  ,CJ   ,"2159,826300"
"397977",SUPORTE DE CABOS LADO AT - PA-24114 03                                                                                  ,CJ   ,"2794,738100"
"397978",SUPORTE DE CABOS LADO AT LATERAL - PA-24114 04                                                                          ,CJ   ,"362,382900"
"3980",COMUT. TRIF. EXT. ROT. 5TAPS 36kV 40A NBI 170kV - APA-271-MP-017 ITEM 03                                                ,Un,"65,272380"
"398013",CALÇO INTERNO BOBINA 60 x 120 x 370mm - APA-264-MP-286 ITEM 02                                                          ,Un,
"398014",CALÇO EXTERNO BOBINA 60 x 175 x 410mm - APA-264-MP-286 ITEM 01                                                          ,Un,
"398035",CALÇO LATERAIS DO TC - TP-24114 13 IT 02                                                                                ,Un,"29,745750"
"398036",CALÇO LATERAIS DO TC - TP-24114 13 IT 03                                                                                ,Un,"20,455350"
"398037",CALÇO LATERAIS DO TC - TP-24114 14 IT 03                                                                                ,Un,"35,061000"
"398038",CALÇO LATERAIS DO TC - TP-24114 14 IT 04                                                                                ,Un,"35,061000"
"398039",CALÇO LATERAIS DO TC - TP-24114 15 IT 04                                                                                ,Un,"45,286200"
"398040",CALÇO LATERAIS DO TC - TP-24114 15 IT 05                                                                                ,Un,"45,286200"
"3981",VISOR NÍVEL DE COLUNA  A75mm - 25ºC MIN - AFL-427-FE-002                                                                ,Un,"45,640000"
"398113",ENCHIMENTO BT - EM-24125-06                                                                                             ,CJ   ,"2747,510000"
"398135",CALÇO SUPERIOR NÚCLEO 45 x 45 x 130mm - ANC-231-MN-208 ITEM 02                                                          ,Un,"21,957500"
"398138",CALÇO INFERIOR NÚCLEO 45 x 55x 130mm - ANC-231-MN-208 ITEM 01                                                           ,Un,"21,957500"
"398175",COMUTADOR Ø3 CV2III-350D/145 - 10193W C/ MDU CMA7 - OLTC-25163                                                          ,Un,"156194,787677"
"398176",COMUTADOR Ø3 CV2III-350D/145 - 10193W C/ MDU CMA7 - OLTC-25164                                                          ,Un,"157978,815354"
"398177",COMUTADOR Ø3 CV2III-350D/145 - 10193W C/ MDU CMA7 - OLTC-25165                                                          ,Un,"157978,805354"
"398178",COMUTADOR Ø3 CV2III-350D/145 - 10193W C/ MDU CMA7 - OLTC-25166                                                          ,Un,"157978,805354"
"398179",COMUTADOR Ø3 CV2III-350D/145 - 10193W C/ MDU CMA7 - OLTC-25167                                                          ,Un,"157978,805354"
"398180",COMUTADOR Ø3 CV2III-350D/145 - 10193W C/ MDU CMA7 - OLTC-25168                                                          ,Un,"156194,782677"
"398181",COMUTADOR Ø3 CV2III-350D/145 - 10193W C/ MDU CMA7 - OLTC-25169                                                          ,Un,"155124,367071"
"398182",COMUTADOR Ø3 CV2III-350D/145 - 10193W C/ MDU CMA7 - OLTC-25170                                                          ,Un,"157978,805354"
"398183","COMUTADOR Ø3 CV2III-350D/72,5 - 10193W C/ MDU CMA7 - OLTC-25171                                                         ",Un,"128906,670177"
"398184","COMUTADOR Ø3 CV2III-350D/72,5 - 10193W C/ MDU CMA7 - OLTC-25172                                                         ",Un,"130690,712854"
"398187",TINTA PRIMER E INTERMEDIARIO MICACEO VERMELHO COMP. A                                                                   ,L    ,
"398188",TINTA PRIMER E INTERMEDIARIO MICACEO COMP. B                                                                            ,L    ,
"398190","BOBINA ALUMÍNIO LIGA 1350 TEMPERA O - 0,70 x 30mm                                                                       ",Kg   ,
"398211",BASE PARA TINGIMENTO SF 500 VERDE                                                                                       ,Kg   ,"51,482376"
"398277",PLACA IDENTIFICAÇÃO - RF-23807-00                                                                                       ,Un,"239,580000"
"398278",PLACA DE LIGAÇÃO VENTILAÇÃO FORÇADA - RF-23807-01                                                                       ,Un,"611,660000"
"398279",PLACA LIGAÇÃO EQUIPAMENTOS AUXILIARES - RF-23807-02                                                                     ,Un,"381,150000"
"398281",PLACA DE DIAGRAMA LIGAÇÃO TC´S - RF-23807-03                                                                            ,Un,"167,890000"
"398282",PLACA DE DIAGRAMA LIGAÇÃO RÉG DE BORNES - RF-23807-04                                                                   ,Un,"225,060000"
"3983","RELÉ DE GÁS TIPO BUCHHOLZ 1"" - TC-1 - C/ 2 CONTATOS - AFL-431-FE-001                                                    ",Un,"1151,247188"
"398410",CALÇO EXTERNO DA BOBINA 25 x 85 x 255mm - APA-264-MP-278 ITEM 01                                                        ,Un,"30,747500"
"398411",CALÇO INTERNO DA BOBINA 25 x 75 x 185mm - APA-264-MP-278  ITEM 02                                                       ,Un,"21,963750"
"398422",SISTEMA DE VENTILAÇÃO COMKAP SVF3-232-1600+PC[IP40(T154+CMDVF)N6.5 - AFL-514-FE-007                                     ,Un,"4425,697500"
"398492","PERFIL ""I"" A=15 x B=10 x L=270mm - APA-298-MP-006                                                                       ",Un,"1,221656"
"398499",GABINETE DE PROTEÇÃO IP-21 - AFL-495-FE-180                                                                             ,Un,"10380,900000"
"398500",COMUTADOR C3N 3307 300A 36KV 07P AC130 - PA-25809-99                                                                    ,Un,"5879,010000"
"398551",PLACA DE IDENT AÇO INOX - CA-24114-00                                                                                   ,Un,"175,550000"
"398552",PLACA DE LIGAÇÃO VENTILAÇÃO FORÇADA - CA-24114-01                                                                       ,Un,"293,790000"
"398553",PLACA DE LIGAÇÃO EQUIPAMENTOS AUXILIARES -  CA-24114-02                                                                 ,Un,"603,440000"
"398554",PLACA DE LIGAÇÃO DO COMUTADOR SOB CARGA - CA-24114-03                                                                   ,Un,"368,310000"
"398555",PLACA DE DIAGRAMA LIGAÇÃO TC´S - CA-24114-04                                                                            ,Un,"604,460000"
"398556",PLACA DE DIAGRAMA LIGAÇÃO RÉG DE BORNES - CA-24114-05                                                                   ,Un,"180,020000"
"398557",PLAQUETAS DE IDENT. DOS COMPONENTES E ADVERTÊNCIA -  CA-24114-06                                                        ,Un,"851,260000"
"398562",PORCA BLINDAGEM LATÃO POLIDO M16 - PA-24129-98                                                                          ,Un,"50,064500"
"398590","COMUTADOR Ø3 CV2III-350D/72,5 - 10193W C/ MDU CMA7 - OLTC-25173                                                         ",Un,"130690,692854"
"398591","COMUTADOR Ø3 CV2III-350Y/72,5 - 10193W C/ MDU CMA7 - OLTC-25174                                                         ",Un,"116210,987354"
"398592","CABO TRANSPOSTO 25 X (1,8 x 4,8) OD CTC-25163-01-BT                                                                     ",Kg   ,"96,759978"
"398605","FIO DE COBRE RET 2,8 x 7,8 PKT PARAFINADO ISOLAÇÃO ( 1,2mm) D160 MPa                                                    ",Kg   ,
"398607","FIO DE COBRE RET 3,0 x 7,5 PKT PARAFINADO ISOLAÇÃO ( 1,8mm) D160 MPa                                                    ",Kg   ,"79,237200"
"398609","CABO TRANSPOSTO 27 X (1,8 X 5,3) OD CTC 25166-01 BT                                                                     ",Kg   ,
"398610","CABO TRANSPOSTO 27 X (1,8 X 5,3) OD CTC 25167-01 BT                                                                     ",Kg   ,"100,102119"
"398617","FIO DE COBRE RET 2,2 x 11,0 PKT PARAFINADO ISOLAÇÃO ( 0,84mm) D160 MPa                                                  ",Kg   ,"65,304326"
"398618","FIO DE COBRE RET 2,9 x 8,0 PKT PARAFINADO ISOLAÇÃO ( 1,1mm) D160 MPa                                                    ",Kg   ,"65,463380"
"398619","FIO DE COBRE RET 3,0 x 8,0 PKT PARAFINADO ISOLAÇÃO ( 2,0mm) D120 MPa                                                    ",Kg   ,"70,846269"
"398639","BOBINA ALUMÍNIO LIGA 1050 TEMPERA O - 0,30 x 18mm                                                                       ",Kg   ,"23,087087"
"398640","THERNOMID 2001 0,90 x 910mm                                                                                             ",Kg   ,"50,412677"
"398646",TIRA TIPO LISA - 6 x 10 x 910mm                                                                                         ,Un,"3,945492"
"398647","FILME ISOLANTE PRÉ-PREG CLASSE F 155°C LAMINADO 0,18 x 910mm                                                            ",Kg   ,"54,885596"
"398648",CALÇO SUPERIOR DO NÚCLEO 60 x 62 x 150mm - ANC-231-MN-206                                                               ,Un,"21,954821"
"398649",CALÇO INFERIOR DO NÚCLEO 60 x 72 x 150mm - ANC-231-MN-206                                                               ,Un,"23,711071"
"398652","PERFIL ""I"" A=8 x B=10 x L=280mm - APA-298-MP-006                                                                        ",Un,"0,998894"
"398674","BOBINA ALUMÍNIO LIGA 1350 TEMPERA O - 0,30 x 27mm                                                                       ",Kg   ,"22,787324"
"398676","BOBINA DE FILME POLIÉSTER MYLAR ø76 x Ø360mm - 0,036 x 90mm                                                             ",Kg   ,"18,066909"
"398677","BOBINA ALUMÍNIO LIGA 1350 TEMPERA O - 0,50 x 820mm                                                                      ",Kg   ,"29,489869"
"398678","THERNOMID 2001 0,90 x 860mm                                                                                             ",Kg   ,"52,737350"
"398679",TIRA TIPO LISA - 6 x 10 x 860mm                                                                                         ,Un,"4,268000"
"398680","FILME ISOLANTE PRÉ-PREG CLASSE F 155°C LAMINADO 0,18 x 860mm                                                            ",Kg   ,"54,885591"
"398681","PERFIL ""I"" A=8 x B=10 x L=270mm - APA-298-MP-006                                                                        ",Un,"0,897071"
"398682","BOBINA DE FILME POLIÉSTER MYLAR ø76 x Ø360mm - 0,036 x 60mm                                                             ",Kg   ,"19,110743"
"398683",TIRA TIPO LISA - 6 x 10 x 280mm                                                                                         ,Un,
"398685","BOBINA ALUMÍNIO LIGA 1350 TEMPERA O - 1,40 x 98mm                                                                       ",Kg   ,"24,475272"
"398686","BOBINA DE FILME POLIÉSTER MYLAR ø76 x Ø360mm - 0,036 x 108mm                                                            ",Kg   ,"17,536445"
"398691",KIT MONTAGEM DE ENROLAMENTOS - EM-25164-01X                                                                             ,CJ   ,"45055,756000"
"398692",KIT ENROLAMENTO BT - EM-25164-02X                                                                                       ,CJ   ,"2129,348867"
"398693",KIT ENROLAMENTO AT - EM-25164-03X                                                                                       ,CJ   ,"5598,034467"
"398694",KIT ENROLAMENTO DE REGULAÇÃO - EM-25164-04X                                                                             ,CJ   ,"3908,111667"
"398699",KIT MONTAGEM DE ENROLAMENTOS - EM-25165-01X                                                                             ,CJ   ,"50244,874600"
"3987","BOBINA AÇO SILÍCIO-GO (M3) (NÃO LASER) 0,23 x 940mm                                                                     ",Kg   ,"4,465919"
"398700",KIT ENROLAMENTO BT - EM-25165-02X                                                                                       ,CJ   ,"2190,535967"
"398701",KIT ENROLAMENTO AT - EM-25165-03X                                                                                       ,CJ   ,"6187,752467"
"398702",KIT ENROLAMENTO DE REGULAÇÃO - EM-25165-04X                                                                             ,CJ   ,"3450,621367"
"398703","BOBINA ALUMÍNIO LIGA 1350 TEMPERA O - 1,20 x 90mm                                                                       ",Kg   ,"24,475276"
"398704","BOBINA DE FILME POLIÉSTER MYLAR ø76 x Ø360mm - 0,036 x 100mm                                                            ",Kg   ,"18,079687"
"398706",CALÇO EXTERNO DA BOBINA 40 x 105 x 330mm - APA-264-MP-282 ITEM 01                                                       ,Un,"48,300357"
"398707",CALÇO INTERNO DA BOBINA 40 x 100 x 270mm - APA-264-MP-282  ITEM 02                                                      ,Un,"34,249464"
"398708",KIT MONTAGEM DE ENROLAMENTOS - EM-25166-01X                                                                             ,CJ   ,
"398709",KIT ENROLAMENTO BT - EM-25166-02X                                                                                       ,CJ   ,
"398710",KIT ENROLAMENTO AT - EM-25166-03X                                                                                       ,CJ   ,
"398711",KIT ENROLAMENTO DE REGULAÇÃO - EM-25166-04X                                                                             ,CJ   ,
"398716",KIT MONTAGEM DE ENROLAMENTOS - EM-25167-01X                                                                             ,CJ   ,"66974,894500"
"398717",KIT ENROLAMENTO BT - EM-25167-02X                                                                                       ,CJ   ,"2855,813333"
"398718",KIT ENROLAMENTO AT - EM-25167-03X                                                                                       ,CJ   ,"10040,247867"
"398719",KIT ENROLAMENTO DE REGULAÇÃO - EM-25167-04X                                                                             ,CJ   ,"3728,412000"
"398724",CALÇO INFERIOR DE TC 60 x 40 x 210mm - AFL-495-FE-177 ITEM 01                                                           ,Un,"25,467857"
"398725",CALÇO SUPERIOR DE TC 30 x 40 x 210mm - AFL-495-FE-177 ITEM 02                                                           ,Un,"21,954286"
"398726",CALÇO LATERAL DE TC 36 x 40 x 51mm - AFL-495-FE-177 ITEM 03                                                             ,Un,"14,929286"
"398763",KIT MONTAGEM DE ENROLAMENTOS - EM-25171-01X                                                                             ,CJ   ,"28639,954000"
"398764",KIT ENROLAMENTO BT - EM-25171-02X                                                                                       ,CJ   ,"2646,148667"
"398765",KIT ENROLAMENTO AT - EM-25171-03X                                                                                       ,CJ   ,"3849,481667"
"398766",KIT ENROLAMENTO DE REGULAÇÃO RF - EM-25171-04X                                                                          ,CJ   ,"3116,384067"
"398799",KIT MONTAGEM DE ENROLAMENTOS - EM-25163-01X                                                                             ,CJ   ,"49906,975600"
"398800",KIT ENROLAMENTO BT - EM-25163-02X                                                                                       ,CJ   ,"2875,844917"
"398801",KIT ENROLAMENTO AT - EM-25163-03X                                                                                       ,CJ   ,"11193,706000"
"398802",KIT ENROLAMENTO DE REGULAÇÃO - EM-25163-04X                                                                             ,CJ   ,"2591,653334"
"398822",KIT MONTAGEM DE ENROLAMENTOS - EM-25172-01X                                                                             ,CJ   ,"27423,135500"
"398823",KIT ENROLAMENTO BT - EM-25172-02X                                                                                       ,CJ   ,"3688,753000"
"398824",KIT ENROLAMENTO AT - EM-25172-03X                                                                                       ,CJ   ,"3796,400000"
"398825",KIT ENROLAMENTO DE REGULAÇÃO - EM-25172-04X                                                                             ,CJ   ,"2680,152000"
"398838",KIT MONTAGEM DE ENROLAMENTOS - EM-25173-01X                                                                             ,CJ   ,"18768,829500"
"398839",KIT ENROLAMENTO BT - EM-25173-02X                                                                                       ,CJ   ,"2086,706666"
"398840",KIT ENROLAMENTO AT - EM-25173-03X                                                                                       ,CJ   ,"3183,558333"
"398841",KIT ENROLAMENTO DE REGULAÇÃO - EM-25173-04X                                                                             ,CJ   ,"2768,820000"
"398848",TC- PROTEÇÃO 600/5A RM - CLASSE 100VA 10P20                                                                             ,Un,"3085,807556"
"398849",TC- PROTEÇÃO 600/5A RM - CLASSE 100VA 10P20                                                                             ,Un,"3307,987719"
"398850",TC- PROTEÇÃO 1200/5A RM - CLASSE 100VA 10P20                                                                            ,Un,"1553,602120"
"398851",TC- PROTEÇÃO 2000/5A RM - CLASSE 100VA 10P20                                                                            ,Un,"1053,289330"
"398852","TC- IMAGEM TERMICA 300/5A - CLASSE 25VA 3,0                                                                             ",Un,"542,952277"
"398853","TC- IMAGEM TERMICA 1000/5A - CLASSE 25VA 3,0                                                                            ",Un,"231,584555"
"398854","TC- IMAGEM TERMICA 2000/5A - CLASSE 25VA 3,0                                                                            ",Un,"292,333956"
"398855","TC- CDC 1000/5A - CLASSE 0,6C12,5                                                                                       ",Un,"201,602922"
"398862",PLACA DE IDENT AÇO INOX - CA-25162-00                                                                                   ,Un,"187,808250"
"398863",PLACA DE LIGAÇÃO VENTILAÇÃO FORÇADA - CA-25162-01                                                                       ,Un,"383,111250"
"398864",PLACA DE LIGAÇÃO EQUIPAMENTOS AUXILIARES -  CA-25162-02                                                                 ,Un,"852,792250"
"398865",PLACA DE LIGAÇÃO DO COMUTADOR SOB CARGA - CA-25162-03                                                                   ,Un,"504,698250"
"398866",PLAQUETAS DE IDENT. DOS COMPONENTES E ADVERTÊNCIA -  CA-25162-06                                                        ,Un,"688,658650"
"398867",PLAQUETAS ID PATRIMÔNIO CLIENTE AÇO INOX - CA-25162-07                                                                  ,CJ   ,
"398868",PLAQUETAS IDENTIFICAÇÃO ACESSÓRIOS - CA-25162-08                                                                        ,CJ   ,"205,640950"
"398887",ACIONAMENTO COMUTADOR EXTERNO ROTATIVO 40A - 3 POSIÇÕES - POLIAMIDA                                                     ,Un,
"398893",ACIONAMENTO COMUTADOR EXTERNO ROTATIVO 40A - 4 POSIÇÕES - POLIAMIDA                                                     ,Un,"14,166237"
"398896",ACIONAMENTO COMUTADOR EXTERNO ROTATIVO 40A - 5 POSIÇÕES - POLIAMIDA                                                     ,Un,"14,302733"
"398897",ACIONAMENTO COMUTADOR EXTERNO ROTATIVO 40A - 7 POSIÇÕES - POLIAMIDA                                                     ,Un,"14,098017"
"398902",PERFIL RETANGULAR ESPONJOSO 19 X 28mm                                                                                   ,Un,
"398927",CALÇO SUPERIOR DO NÚCLEO 50 x 55 x 150mm - ANC-231-MN-205 ITEM-02                                                       ,Un,"21,954688"
"398928",CALÇO INFERIOR DO NÚCLEO 50 x 62 x 150mm - ANC-231-MN-205 ITEM-01                                                       ,Un,"21,954688"
"398929",CALÇO INTERNO DA BOBINA 40 x 100 x 270mm - APA-264-MP-281  ITEM 02                                                      ,Un,"34,249375"
"398930",CALÇO EXTERNO DA BOBINA 40 x 105 x 330mm - APA-264-MP-281 ITEM 01                                                       ,Un,"43,030938"
"398932",PERFIL RETANGULAR ESPONJOSO 12 X 20mm                                                                                   ,Un,"10,370833"
